Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,DeMar DeRozan,35,SF,77,77,2768,17.7,.569,.196,.337,2.0,10.1,6.0,18.7,1.1,1.1,6.5,25.0,5.7,1.4,7.1,.123,1.2,-1.2,-0.1,1.3,,derozde01
2,Keegan Murray,24,PF,76,76,2610,12.0,.553,.548,.088,6.3,15.5,10.9,5.6,1.1,2.6,6.6,15.0,2.4,2.1,4.4,.082,-0.8,-0.8,-1.6,0.2,,murrake02
3,Domantas Sabonis,28,C,70,70,2429,22.9,.655,.175,.324,12.3,32.6,22.4,26.0,1.0,1.0,16.5,21.6,7.4,2.7,10.1,.199,4.2,1.1,5.2,4.4,,sabondo01
4,Malik Monk,26,SG,65,45,2054,15.0,.549,.456,.190,1.6,11.7,6.7,25.7,1.5,1.8,13.5,24.6,1.3,1.4,2.8,.065,0.3,-1.1,-0.8,0.6,,monkma01
5,Keon Ellis,25,SG,80,28,1948,13.5,.664,.692,.185,3.4,8.8,6.1,8.0,3.0,3.2,12.4,12.7,2.7,2.2,5.0,.122,-0.1,2.0,1.9,1.9,,elliske01
6,De'Aaron Fox,27,PG,45,45,1663,19.0,.567,.324,.279,3.0,12.2,7.6,26.0,1.9,1.2,11.8,29.1,2.2,1.3,3.5,.101,2.0,-0.8,1.2,1.3,,foxde01
7,Trey Lyles,29,PF,69,5,1349,12.3,.551,.636,.214,6.6,19.6,13.1,7.9,1.5,1.7,8.7,14.3,1.3,1.2,2.6,.091,-0.4,-0.3,-0.7,0.4,,lylestr01
8,Zach LaVine,29,SG,32,32,1170,15.9,.642,.450,.201,1.0,9.9,5.4,15.6,0.8,0.2,13.5,23.7,1.7,0.4,2.1,.086,1.8,-2.3,-0.4,0.5,,lavinza01
9,Kevin Huerter,26,SG,43,15,899,10.6,.524,.661,.090,2.4,12.6,7.5,11.0,2.0,1.7,10.3,17.2,0.1,0.8,0.8,.044,-2.3,0.0,-2.3,-0.1,,huertke01
10,Jonas Valančiūnas,32,C,32,9,541,21.1,.604,.049,.288,14.5,31.7,23.1,15.3,1.4,3.3,12.2,20.9,1.3,0.7,2.1,.183,0.6,0.5,1.1,0.4,,valanjo01
11,Devin Carter,22,PG,36,0,396,10.8,.471,.480,.346,5.4,16.2,10.8,13.5,2.6,1.0,11.0,17.9,-0.1,0.4,0.4,.043,-3.5,0.3,-3.2,-0.1,,cartede02
12,Jake LaRavia,23,PF,19,0,367,10.2,.551,.542,.198,7.0,9.5,8.2,8.8,2.4,0.8,14.0,14.2,0.2,0.3,0.5,.063,-2.5,-0.2,-2.7,-0.1,,laravja01
13,Doug McDermott,33,SF,42,3,342,9.5,.617,.863,.043,1.0,6.2,3.6,2.8,0.6,0.6,4.8,15.7,0.4,0.1,0.4,.061,-0.8,-2.4,-3.2,-0.1,,mcderdo01
14,Isaac Jones,24,PF,40,0,304,15.2,.678,.096,.434,8.1,12.9,10.5,5.6,0.8,3.2,13.9,16.3,0.5,0.2,0.7,.115,-0.9,-0.8,-1.7,0.0,,jonesis01
15,Alex Len,31,C,36,3,258,13.1,.557,.146,.317,10.8,17.0,13.9,14.5,1.5,6.8,19.1,9.6,0.3,0.3,0.6,.121,-2.1,2.4,0.3,0.2,,lenal01
16,Jordan McLaughlin,28,PG,28,0,190,9.4,.519,.591,.364,2.4,10.0,6.2,15.7,2.8,0.0,17.7,14.0,0.0,0.2,0.2,.045,-3.9,0.4,-3.5,-0.1,,mclaujo01
17,Markelle Fultz,26,PG,21,0,184,8.9,.452,.119,.015,3.6,8.5,6.1,20.0,2.7,1.1,18.2,19.3,-0.3,0.2,-0.1,-0.026,-4.5,-0.2,-4.7,-0.1,,fultzma01
18,Colby Jones,22,SG,24,0,130,8.6,.500,.385,.000,6.9,13.0,9.9,6.7,2.3,5.3,21.2,10.9,-0.1,0.2,0.1,.036,-3.9,1.2,-2.7,0.0,,jonesco02
19,Jae Crowder,34,PF,9,2,103,6.6,.467,.682,.273,6.5,15.3,10.9,7.1,1.4,0.0,14.0,12.0,0.0,0.1,0.1,.026,-3.8,-0.5,-4.3,-0.1,,crowdja01
20,Orlando Robinson,24,C,9,0,57,12.2,.473,.294,.412,5.9,21.7,13.8,20.6,2.6,1.7,16.6,18.2,0.0,0.1,0.1,.047,-4.1,1.3,-2.9,0.0,,robinor01
21,Isaiah Crawford,23,SF,15,0,46,9.2,.509,.455,.364,2.4,17.1,9.7,2.8,1.1,4.3,7.3,12.9,0.0,0.0,0.0,.037,-3.4,-0.7,-4.1,0.0,,crawfis01
22,Mason Jones,26,SG,10,0,45,20.6,.569,.444,.278,5.0,17.5,11.2,35.6,0.0,2.2,4.7,20.3,0.2,0.0,0.2,.198,3.5,-0.6,2.9,0.1,,jonesma05
23,Skal Labissière,28,PF,4,0,12,15.9,.625,.250,.000,9.3,18.7,14.0,11.6,0.0,0.0,0.0,14.3,0.0,0.0,0.0,.165,3.3,-1.3,2.1,0.0,,labissk01
24,Terence Davis,27,SG,1,0,8,-4.0,.000,.500,.000,0.0,14.0,7.0,14.1,0.0,0.0,0.0,10.8,0.0,0.0,0.0,-0.191,-12.8,-4.1,-16.9,0.0,,daviste02
25,Terry Taylor,25,PF,3,0,6,9.8,.000,.000,.000,18.6,0.0,9.3,37.6,0.0,0.0,0.0,7.2,0.0,0.0,0.0,.049,3.2,0.1,3.3,0.0,,taylote01
