Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Yves Missi,20,C,73,67,1956,15.4,.572,.002,.415,13.7,19.7,16.6,7.2,0.9,4.8,12.4,14.3,2.5,1.1,3.6,.089,-1.6,-1.4,-3.0,-0.5,,missiyv01
2,Trey Murphy III,24,SF,53,51,1854,17.3,.598,.522,.274,2.7,13.2,7.8,15.9,1.5,2.0,9.9,23.7,3.0,0.5,3.5,.091,2.1,-1.4,0.8,1.3,,murphtr02
3,CJ McCollum,33,PG,56,56,1832,15.8,.550,.459,.173,2.4,10.3,6.2,20.6,1.2,1.3,9.0,27.2,1.3,0.2,1.5,.038,1.2,-2.6,-1.4,0.3,,mccolcj01
4,Jose Alvarado,26,PG,56,23,1366,13.4,.523,.593,.142,2.1,8.9,5.4,27.3,2.6,1.0,13.4,19.8,0.7,0.5,1.2,.043,-0.6,-0.8,-1.4,0.2,,alvarjo01
5,Jordan Hawkins,22,SG,56,9,1321,9.6,.504,.597,.176,2.0,11.2,6.5,7.3,1.1,1.7,8.8,21.0,-0.7,0.1,-0.5,-0.020,-2.4,-3.0,-5.4,-1.2,,hawkijo01
6,Jeremiah Robinson-Earl,24,PF,66,9,1239,12.9,.563,.473,.159,9.3,18.4,13.7,9.9,1.5,0.5,12.1,14.4,1.3,0.5,1.7,.067,-0.9,-1.6,-2.5,-0.2,,robinje02
7,Javonte Green,31,SG,50,18,1092,10.8,.569,.482,.295,4.7,13.1,8.8,5.5,2.4,2.6,10.0,10.9,0.8,0.6,1.4,.063,-2.5,0.3,-2.2,0.0,,greenja02
8,Dejounte Murray,28,PG,31,31,1012,15.4,.494,.352,.251,1.8,20.1,10.7,34.6,3.0,1.1,16.2,27.3,-0.7,0.9,0.2,.009,-1.3,-0.3,-1.6,0.1,,murrade01
9,Brandon Boston Jr.,23,SG,42,10,993,12.7,.535,.367,.223,3.0,11.9,7.3,13.7,2.6,0.9,11.1,20.0,0.2,0.5,0.7,.033,-2.3,-0.2,-2.5,-0.1,,bostobr01
10,Zion Williamson,24,PF,30,30,857,27.3,.600,.026,.474,9.3,18.2,13.6,36.6,2.1,3.0,12.8,34.7,1.9,0.6,2.5,.141,5.9,1.0,7.0,1.9,,willizi01
