Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Kelly Oubre Jr.,29,SF,60,57,2078,13.5,.551,.327,.250,5.1,15.4,10.0,7.9,2.2,1.4,8.9,18.9,1.2,1.4,2.6,.061,-1.7,-0.6,-2.3,-0.1,,oubreke01
2,Tyrese Maxey,24,PG,52,52,1960,19.5,.562,.438,.265,0.8,9.6,5.0,28.0,2.3,1.1,9.2,29.8,2.9,1.0,3.8,.094,3.2,-1.1,2.0,2.0,CPOY-10,maxeyty01
3,Guerschon Yabusele,29,C,70,43,1895,14.7,.616,.487,.245,7.7,16.3,11.8,11.6,1.5,1.2,12.2,16.3,2.9,1.0,3.9,.099,0.1,-1.1,-1.0,0.5,,yabusgu01
4,Paul George,34,PF,41,41,1334,14.5,.543,.470,.170,2.0,17.2,9.3,20.9,2.8,1.5,14.7,23.5,-0.2,1.2,1.0,.036,-0.5,0.1,-0.4,0.5,,georgpa01
5,Ricky Council IV,23,SF,73,12,1250,11.6,.502,.460,.330,4.4,15.4,9.7,11.4,1.3,1.0,8.9,20.3,0.1,0.5,0.6,.023,-2.0,-2.3,-4.3,-0.7,,councri01
6,Justin Edwards,21,SF,44,26,1155,11.3,.559,.503,.122,4.3,10.4,7.3,8.9,1.9,1.4,11.0,16.9,0.4,0.5,0.9,.039,-2.1,-1.6,-3.7,-0.5,,edwarju01
7,Caleb Martin,29,SF,31,24,943,10.1,.531,.375,.319,5.0,11.6,8.2,10.2,1.8,2.1,14.0,14.2,0.1,0.5,0.6,.030,-2.3,-0.2,-2.5,-0.1,,martica02
8,Quentin Grimes,24,SG,28,25,943,18.8,.592,.480,.290,3.3,14.5,8.7,22.7,2.2,1.2,13.4,27.5,1.0,0.6,1.6,.083,2.7,-1.5,1.2,0.8,,grimequ01
9,Adem Bona,21,C,58,11,905,16.5,.714,.005,.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,.121,-2.9,0.2,-2.7,-0.2,,bonaad01
10,Eric Gordon,36,SG,39,13,768,10.8,.591,.672,.235,1.1,5.8,3.4,12.0,1.7,1.5,11.1,14.4,0.7,0.2,0.9,.053,-0.8,-0.8,-1.6,0.1,,gordoer01
