Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Cade Cunningham,23,PG,70,70,2452,20.6,.565,.287,.254,2.5,16.5,9.6,43.0,1.4,2.1,16.0,33.2,3.0,2.9,5.9,.115,3.8,0.1,3.9,3.7,MVP-7ASNBA3,cunnica01
2,Tobias Harris,32,PF,73,73,2305,13.9,.571,.328,.206,3.1,17.5,10.4,9.8,1.5,2.4,8.8,17.6,2.3,2.9,5.2,.108,-0.5,0.6,0.1,1.2,,harrito02
3,Malik Beasley,28,SG,82,18,2283,14.4,.590,.715,.131,2.3,8.0,5.2,8.9,1.5,0.2,6.8,22.5,2.9,1.8,4.7,.100,2.0,-1.2,0.8,1.6,6MOY-2,beaslma01
4,Tim Hardaway Jr.,32,SG,77,77,2153,9.8,.567,.672,.213,0.9,8.4,4.7,7.6,0.8,0.3,6.1,15.5,2.1,1.4,3.5,.077,-1.1,-0.9,-2.1,0.0,,hardati02
5,Jalen Duren,21,C,78,78,2034,21.4,.703,.000,.443,15.2,28.7,22.0,14.7,1.3,4.2,17.2,16.4,5.9,3.4,9.2,.218,1.6,1.5,3.1,2.7,,durenja01
6,Isaiah Stewart,23,C,72,4,1434,14.6,.616,.168,.276,10.1,20.6,15.4,11.3,0.9,6.7,16.1,12.4,2.1,2.2,4.3,.144,-1.6,2.1,0.6,0.9,,stewais01
7,Ausar Thompson,22,SF,59,48,1328,17.2,.568,.107,.309,9.3,15.9,12.6,14.4,3.5,2.9,13.3,19.1,1.5,2.4,3.8,.138,-0.8,2.5,1.7,1.2,,thompau01
8,Ron Holland,19,SF,81,2,1266,11.1,.556,.363,.293,3.5,15.5,9.5,8.9,1.9,1.3,13.3,18.1,0.2,1.5,1.8,.067,-3.3,0.3,-3.0,-0.3,,hollaro01
9,Simone Fontecchio,29,SF,75,0,1237,9.7,.544,.609,.225,4.7,14.5,9.6,6.9,1.2,0.9,11.6,15.8,0.4,1.2,1.6,.063,-2.2,-0.7,-2.9,-0.3,,fontesi01
10,Jaden Ivey,22,SG,30,30,898,14.7,.569,.373,.281,5.0,10.3,7.6,19.7,1.5,1.2,16.1,26.0,0.3,0.8,1.2,.062,0.8,-0.8,0.0,0.5,,iveyja01
11,Marcus Sasser,24,PG,57,1,811,14.0,.589,.514,.172,2.5,6.9,4.7,22.9,2.2,0.5,14.5,19.4,1.0,0.8,1.8,.108,-0.4,-0.2,-0.6,0.3,,sassema01
12,Dennis Schröder,31,PG,28,8,705,12.9,.515,.422,.382,2.1,9.5,5.8,27.8,1.0,0.7,10.7,19.6,0.9,0.5,1.5,.100,-0.9,-1.2,-2.1,0.0,,schrode01
13,Paul Reed,25,C,45,0,438,18.6,.573,.197,.296,10.2,20.8,15.6,14.0,4.3,5.4,13.9,18.0,0.6,1.0,1.6,.173,-1.2,4.0,2.9,0.5,,reedpa01
14,Wendell Moore Jr.,23,SG,20,1,219,12.4,.561,.280,.280,5.6,16.6,11.1,13.5,2.2,1.3,13.8,12.6,0.2,0.3,0.5,.115,-1.7,1.7,0.0,0.1,,moorewe01
15,Lindy Waters III,27,SG,14,0,123,11.0,.534,.864,.000,3.6,8.9,6.3,10.8,2.0,0.8,6.4,16.1,0.1,0.1,0.2,.086,-0.5,-0.7,-1.2,0.0,,waterli01
16,Bobi Klintman,21,SF,8,0,42,15.9,.689,.500,.200,2.7,15.7,9.2,22.5,2.3,2.3,8.4,11.9,0.1,0.1,0.2,.208,-1.0,1.9,1.0,0.0,,klintbo01
17,Daniss Jenkins,23,PG,7,0,23,-0.1,.322,.700,.200,0.0,9.6,4.8,17.3,0.0,0.0,8.4,21.8,-0.1,0.0,-0.1,-0.150,-10.2,-5.7,-15.8,-0.1,,jenkida01
18,Tolu Smith,24,PF,1,0,22,19.5,.678,.000,.333,20.3,20.0,20.1,0.0,0.0,0.0,16.2,23.6,0.0,0.0,0.1,.128,-2.4,-6.5,-8.9,0.0,,smithto05
19,Ron Harper Jr.,24,SF,1,0,17,7.9,.225,.750,.250,26.3,19.4,22.8,14.3,0.0,0.0,0.0,22.0,0.0,0.0,0.0,-0.060,-5.5,-9.2,-14.7,0.0,,harpero02
20,Cole Swider,25,SF,2,0,13,-11.0,.000,1.000,.000,0.0,16.9,8.5,8.7,0.0,0.0,0.0,16.2,-0.1,0.0,-0.1,-0.316,-14.6,-5.8,-20.4,-0.1,,swideco01
21,Alondes Williams,25,SG,1,0,4,53.4,1.250,.500,.000,0.0,0.0,0.0,65.0,0.0,0.0,0.0,21.1,0.0,0.0,0.0,.565,37.9,6.2,44.1,0.0,,willial06
