Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Jalen Green,22,SG,82,82,2697,15.1,.544,.460,.234,1.7,13.4,7.4,16.0,1.3,0.9,11.4,27.3,1.9,3.2,5.1,.092,1.1,-0.5,0.5,1.7,,greenja05
2,Alperen Şengün,22,C,76,76,2395,21.4,.545,.079,.374,11.4,23.8,17.5,24.1,1.7,2.3,12.7,26.2,4.1,4.2,8.3,.166,2.6,1.8,4.4,3.9,AS,sengual01
3,Dillon Brooks,29,SF,75,75,2388,11.0,.555,.524,.135,3.3,9.1,6.1,7.4,1.2,0.6,7.4,17.7,2.7,2.5,5.1,.103,-1.4,0.0,-1.4,0.4,,brookdi01
4,Amen Thompson,22,SF,69,42,2225,18.7,.602,.131,.354,9.0,18.2,13.5,16.9,2.1,3.6,14.6,17.5,4.1,3.9,8.0,.172,1.4,2.6,4.1,3.4,DPOY-5DEF1,thompam01
5,Fred VanVleet,30,PG,60,60,2111,12.8,.515,.607,.181,1.6,9.7,5.6,21.2,2.2,1.1,9.6,17.7,2.4,2.8,5.2,.119,-0.4,1.3,0.9,1.5,,vanvlfr01
6,Jabari Smith Jr.,21,PF,57,39,1716,12.6,.562,.489,.223,6.4,18.6,12.4,4.7,0.7,2.1,8.9,16.4,1.9,2.2,4.2,.117,-0.8,0.1,-0.7,0.6,,smithja05
7,Tari Eason,23,PF,57,16,1420,18.5,.567,.329,.186,9.4,17.9,13.6,8.5,3.3,3.2,9.7,19.4,2.1,2.9,5.0,.169,1.0,2.6,3.6,2.0,,easonta01
8,Cam Whitmore,20,SF,51,3,827,15.5,.549,.454,.179,4.5,15.1,9.7,8.9,1.8,1.4,9.6,23.9,0.6,1.2,1.8,.106,0.7,-0.4,0.3,0.5,,whitmca01
9,Steven Adams,31,C,58,3,794,16.6,.541,.012,.557,21.8,22.0,21.9,10.9,1.3,3.2,20.6,13.6,1.0,1.3,2.3,.137,0.0,0.3,0.3,0.5,,adamsst01
10,Aaron Holiday,28,PG,62,3,792,12.2,.594,.675,.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,.122,-0.4,0.1,-0.2,0.3,,holidaa01
11,Reed Sheppard,20,PG,52,3,654,9.7,.465,.594,.067,2.6,10.3,6.4,15.2,2.6,2.3,13.1,17.8,-0.3,1.0,0.8,.055,-3.0,1.3,-1.7,0.1,,sheppre01
12,Jae'Sean Tate,29,SF,52,2,588,12.3,.557,.311,.318,8.9,12.4,10.6,10.5,2.2,1.1,11.5,13.3,0.8,0.8,1.6,.133,-2.1,1.4,-0.7,0.2,,tateja01
13,Jock Landale,29,C,42,3,500,16.0,.590,.171,.263,11.7,17.6,14.6,10.3,1.3,1.8,11.0,15.7,1.0,0.7,1.7,.159,0.0,0.4,0.4,0.3,,landajo01
14,Jeff Green,38,PF,32,3,396,13.6,.649,.653,.215,2.9,12.9,7.8,7.0,0.7,0.9,6.4,14.7,0.9,0.4,1.3,.159,0.3,0.0,0.4,0.2,,greenje02
15,Jeenathan Williams,25,SG,20,0,147,8.6,.496,.419,.129,3.6,5.9,4.7,8.8,2.6,2.4,17.6,22.3,-0.2,0.2,0.0,-0.007,-5.5,-0.2,-5.7,-0.1,,willije02
16,N'Faly Dante,23,C,4,0,51,24.0,.789,.000,.385,12.3,32.0,21.9,5.7,1.0,8.8,11.6,13.9,0.2,0.1,0.3,.283,0.7,1.7,2.4,0.1,,nfalyda01
17,Jack McVeigh,28,PF,9,0,43,4.0,.412,.765,.000,4.9,7.6,6.2,3.0,0.0,4.2,10.5,18.2,-0.1,0.0,0.0,-0.031,-4.8,-3.0,-7.7,-0.1,,mcveija01
18,David Roddy,23,PF,3,0,35,7.2,.440,.538,.308,0.0,15.5,7.6,7.7,0.0,2.6,6.3,18.5,0.0,0.0,0.0,.007,-5.1,-3.2,-8.3,-0.1,,roddyda01
