Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Shai Gilgeous-Alexander,26,PG,76,76,2598,30.7,.637,.263,.404,2.8,12.6,7.8,31.3,2.4,3.0,8.6,34.8,11.9,4.8,16.7,.309,8.9,2.6,11.5,8.9,MVP-1DPOY-10CPOY-8ASNBA1,gilgesh01
2,Jalen Williams,23,SG,69,69,2237,20.3,.573,.291,.256,2.9,14.6,8.8,23.4,2.4,2.1,10.3,27.5,3.7,4.1,7.8,.168,2.7,1.4,4.0,3.4,ASNBA3DEF2,willija06
3,Luguentz Dort,25,SF,71,71,2073,11.3,.586,.696,.078,4.7,10.3,7.6,6.9,1.8,1.9,7.7,13.6,2.4,3.2,5.6,.129,-0.6,0.8,0.2,1.2,DPOY-4DEF1,dortlu01
4,Cason Wallace,21,SG,68,43,1876,12.3,.562,.425,.076,4.1,8.8,6.5,11.5,3.1,1.9,10.5,12.8,1.8,3.4,5.2,.133,-1.5,2.6,1.0,1.5,,wallaca01
5,Aaron Wiggins,26,SG,76,26,1744,16.1,.596,.466,.122,5.1,12.9,9.1,10.6,1.7,1.0,8.3,20.3,2.7,2.7,5.4,.148,1.3,-0.2,1.1,1.4,,wiggiaa01
6,Isaiah Joe,25,SG,74,16,1604,14.0,.617,.793,.095,2.8,10.1,6.6,9.7,1.4,0.6,5.8,17.2,2.9,2.2,5.1,.153,1.4,-0.1,1.3,1.4,,joeis01
7,Isaiah Hartenstein,26,C,57,53,1590,18.9,.599,.040,.244,11.2,29.6,20.6,18.3,1.4,3.9,15.3,16.7,3.2,3.6,6.8,.205,0.6,2.6,3.2,2.1,,harteis01
8,Kenrich Williams,30,PF,69,7,1132,13.7,.587,.483,.110,6.3,16.3,11.4,11.0,1.8,0.9,9.5,15.4,1.6,1.9,3.6,.151,-0.4,0.9,0.6,0.7,,willike04
9,Alex Caruso,30,SG,54,3,1041,15.9,.568,.541,.162,4.0,12.2,8.2,16.6,4.0,2.9,9.9,15.2,1.6,2.3,3.9,.180,0.1,3.9,4.0,1.6,6MOY-8,carusal01
10,Chet Holmgren,22,C,32,32,877,19.2,.599,.340,.393,6.0,25.0,15.7,9.7,1.3,8.2,12.3,22.0,1.1,2.0,3.2,.173,0.5,1.9,2.4,1.0,,holmgch01
11,Jaylin Williams,22,PF,47,9,784,16.4,.594,.692,.136,6.7,28.7,17.9,19.0,1.3,3.7,13.0,14.6,1.5,1.7,3.3,.199,1.5,2.7,4.3,1.2,,willija07
12,Ajay Mitchell,22,SG,36,1,597,12.0,.587,.326,.190,3.3,8.8,6.1,13.8,2.0,0.7,12.7,16.2,0.6,0.9,1.5,.122,-2.5,0.9,-1.6,0.1,,mitchaj01
13,Dillon Jones,23,SF,54,3,551,8.1,.464,.474,.211,6.0,17.3,11.8,12.6,1.4,0.7,16.2,13.3,-0.1,0.9,0.8,.067,-4.3,0.3,-4.0,-0.3,,jonesdi01
14,Ousmane Dieng,21,C,37,1,405,11.5,.538,.568,.128,4.9,16.3,10.7,9.6,2.0,1.7,12.0,15.7,0.1,0.7,0.9,.104,-2.0,1.1,-0.9,0.1,,diengou01
15,Branden Carlson,25,C,32,0,246,17.6,.581,.680,.186,7.6,15.8,11.8,7.5,1.0,8.6,6.3,19.3,0.4,0.5,0.9,.177,0.5,0.8,1.3,0.2,,carlsbr01
16,Adam Flagler,25,SG,37,0,203,3.7,.335,.750,.021,3.8,10.3,7.1,7.3,1.9,1.5,4.0,21.1,-0.6,0.3,-0.3,-0.062,-8.1,-2.3,-10.3,-0.4,,flaglad01
17,Alex Ducas,24,SG,21,0,125,10.1,.583,.700,.067,7.9,14.3,11.2,4.8,1.9,0.0,11.5,11.8,0.1,0.2,0.3,.125,-2.1,0.1,-2.0,0.0,,ducasal01
18,Malevy Leons,25,SF,6,0,21,-2.3,.266,.500,2.000,5.2,10.0,7.7,5.1,0.0,0.0,21.0,9.6,0.0,0.0,0.0,-0.052,-10.4,-1.9,-12.4,-0.1,,leonsma01
19,Alex Reese,25,PF,1,0,2,53.6,1.000,.000,.000,54.8,0.0,26.8,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,.590,23.2,-3.6,19.6,0.0,,reeseal01
