Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Fred VanVleet,PG,2684,2.6,0.8,3.6,vanvlfr01,HOU,2024
Jalen Green,SG,2601,0.4,-0.9,1.0,greenja05,HOU,2024
Jabari Smith Jr.,PF,2424,-0.5,0.1,1.0,smithja05,HOU,2024
Dillon Brooks,SF,2227,-3.3,-0.3,-0.9,brookdi01,HOU,2024
Alperen Şengün,C,2046,3.1,1.7,3.5,sengual01,HOU,2024
Amen Thompson,SF,1388,-0.1,1.9,1.3,thompam01,HOU,2024
Jeff Green,PF,1307,-1.6,-0.4,0.0,greenje02,HOU,2024
Aaron Holiday,PG,1269,-1.8,0.3,0.2,holidaa01,HOU,2024
Jae'Sean Tate,SF,1031,-3.7,1.5,-0.1,tateja01,HOU,2024
Cam Whitmore,SF,880,1.0,-0.9,0.5,whitmca01,HOU,2024
Jock Landale,C,763,-0.5,0.4,0.4,landajo01,HOU,2024
Tari Eason,PF,480,-0.4,2.0,0.4,easonta01,HOU,2024
Reggie Bullock,SF,417,-2.9,0.5,0.0,bullore01,HOU,2024
Jeenathan Williams,SG,129,-0.8,-0.8,0.0,willije02,HOU,2024
Nate Hinton,SG,75,1.9,1.7,0.1,hintona01,HOU,2024
Boban Marjanović,C,71,0.2,-0.5,0.0,marjabo01,HOU,2024
Jermaine Samuels,SF,60,-0.3,1.1,0.0,samueje01,HOU,2024
