Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Miles Bridges,SF,2581,0.2,-1.3,0.6,bridgmi02,CHO,2024
Brandon Miller,SF,2383,-0.9,-1.6,-0.3,millebr02,CHO,2024
Nick Richards,C,1759,-1.6,-0.7,-0.1,richani01,CHO,2024
P.J. Washington,PF,1286,-1.7,-1.1,-0.3,washipj01,CHO,2024
Terry Rozier,SG,1065,3.8,-1.5,1.1,roziete01,CHO,2024
Grant Williams,PF,888,-0.8,-0.7,0.1,willigr01,CHO,2024
Bryce McGowens,SG,882,-3.7,-1.1,-0.6,mcgowbr01,CHO,2024
Tre Mann,PG,868,-2.0,0.5,0.1,manntr01,CHO,2024
Vasilije Micić,PG,815,-1.9,-2.5,-0.5,micicva01,CHO,2024
Gordon Hayward,SF,798,-1.2,-0.6,0.0,haywago01,CHO,2024
JT Thor,PF,781,-3.5,-1.1,-0.5,thorjt01,CHO,2024
Cody Martin,SF,753,-4.1,0.6,-0.3,martico01,CHO,2024
Ish Smith,PG,741,-5.6,-1.2,-0.9,smithis01,CHO,2024
Nick Smith Jr.,SG,729,-3.1,-2.8,-0.7,smithni01,CHO,2024
LaMelo Ball,PG,711,3.8,-0.5,1.0,ballla01,CHO,2024
Dāvis Bertāns,PF,583,-1.4,-0.8,0.0,bertada01,CHO,2024
Mark Williams,C,508,1.6,-0.8,0.3,willima07,CHO,2024
Aleksej Pokusevski,PF,345,-0.8,0.3,0.1,pokusal01,CHO,2024
Nathan Mensah,C,307,-8.7,-0.1,-0.5,mensana01,CHO,2024
Leaky Black,SF,284,-2.6,0.3,0.0,blackle01,CHO,2024
Théo Maledon,PG,200,-7.7,-1.8,-0.4,maledth01,CHO,2024
Seth Curry,SG,159,-1.1,0.0,0.0,curryse01,CHO,2024
Marques Bolden,C,118,-2.0,-0.6,0.0,boldema01,CHO,2024
James Bouknight,SG,81,4.4,-2.2,0.1,bouknja01,CHO,2024
Amari Bailey,PG,65,-5.2,-3.1,-0.1,baileam01,CHO,2024
Frank Ntilikina,PG,43,-10.0,-3.4,-0.1,ntilila01,CHO,2024
