Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Jayson Tatum,PF,2645,4.5,0.6,4.7,tatumja01,BOS,2024
Derrick White,SG,2381,2.4,1.4,3.5,whitede01,BOS,2024
Jaylen Brown,SF,2343,0.9,-0.1,1.6,brownja02,BOS,2024
Jrue Holiday,PG,2263,1.0,1.1,2.4,holidjr01,BOS,2024
Payton Pritchard,PG,1825,1.3,-0.2,1.4,pritcpa01,BOS,2024
Sam Hauser,SF,1741,1.2,0.0,1.4,hausesa01,BOS,2024
Al Horford,C,1740,1.7,2.0,2.5,horfoal01,BOS,2024
Kristaps Porziņģis,C,1690,3.5,1.6,3.0,porzikr01,BOS,2024
Luke Kornet,C,983,1.6,1.8,1.3,kornelu01,BOS,2024
Oshae Brissett,SF,630,-2.0,0.2,0.0,brissos01,BOS,2024
Svi Mykhailiuk,SF,413,-0.9,-0.9,0.0,mykhasv01,BOS,2024
Neemias Queta,C,333,0.4,1.1,0.3,quetane01,BOS,2024
Xavier Tillman Sr.,PF,274,-1.3,1.3,0.1,tillmxa01,BOS,2024
Dalano Banton,PG,171,-4.7,0.6,-0.1,bantoda01,BOS,2024
Jaden Springer,SG,130,-6.0,2.8,0.0,sprinja01,BOS,2024
Lamar Stevens,PF,122,-2.9,0.9,0.0,stevela01,BOS,2024
Jordan Walsh,SF,83,-5.6,1.8,0.0,walshjo01,BOS,2024
JD Davison,SG,39,1.8,1.4,0.1,davisjd01,BOS,2024
Drew Peterson,PF,23,3.8,1.6,0.0,peterdr01,BOS,2024
