Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Dejounte Murray,SG,2783,2.3,-0.6,2.6,murrade01,ATL,2024
Bogdan Bogdanović,SG,2401,0.9,-0.7,1.4,bogdabo01,ATL,2024
Saddiq Bey,SF,2062,0.1,-2.0,0.1,beysa01,ATL,2024
Trae Young,PG,1942,4.9,-2.3,2.2,youngtr01,ATL,2024
Jalen Johnson,SF,1889,0.4,0.8,1.5,johnsja05,ATL,2024
Clint Capela,C,1883,1.0,-1.0,1.0,capelca01,ATL,2024
De'Andre Hunter,SF,1681,-0.9,-1.5,-0.2,huntede01,ATL,2024
Onyeka Okongwu,C,1405,0.0,-0.5,0.5,okongon01,ATL,2024
Garrison Mathews,SG,992,-2.1,-0.9,-0.2,mathega01,ATL,2024
Bruno Fernando,C,682,-3.1,0.9,-0.1,fernabr01,ATL,2024
Vit Krejci,PG,541,-3.3,-0.4,-0.2,krejcvi01,ATL,2024
Trent Forrest,SG,414,-3.8,-0.7,-0.3,forretr01,ATL,2024
Wesley Matthews,SG,413,-3.1,0.3,-0.1,matthwe02,ATL,2024
Patty Mills,PG,202,-4.1,0.4,-0.1,millspa02,ATL,2024
Kobe Bufkin,SG,196,-4.3,-0.2,-0.1,bufkiko01,ATL,2024
AJ Griffin,SF,171,-6.0,-3.5,-0.3,griffaj01,ATL,2024
Mouhamed Gueye,PF,73,-2.1,0.6,0.0,gueyemo02,ATL,2024
Dylan Windler,SF,73,0.6,-1.6,0.0,windldy01,ATL,2024
Seth Lundy,SF,52,-7.7,-5.0,-0.1,lundyse01,ATL,2024
