Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Anthony Davis,C,2700,3.5,1.7,4.9,davisan02,LAL,2024
Austin Reaves,SG,2629,0.9,-0.4,1.6,reaveau01,LAL,2024
LeBron James,PF,2504,5.5,0.9,5.4,jamesle01,LAL,2024
D'Angelo Russell,PG,2484,1.7,-0.8,1.8,russeda01,LAL,2024
Taurean Prince,PF,2108,-2.6,-0.2,-0.4,princta02,LAL,2024
Rui Hachimura,PF,1826,0.0,-0.9,0.5,hachiru01,LAL,2024
Cam Reddish,SF,984,-4.0,0.8,-0.3,reddica01,LAL,2024
Max Christie,SG,944,-3.2,-0.4,-0.4,chrisma02,LAL,2024
Jaxson Hayes,C,877,-2.8,0.9,0.0,hayesja02,LAL,2024
Christian Wood,PF,872,-2.6,-0.2,-0.2,woodch01,LAL,2024
Spencer Dinwiddie,PG,678,-3.2,-0.1,-0.2,dinwisp01,LAL,2024
Jarred Vanderbilt,PF,581,-2.9,1.3,0.0,vandeja01,LAL,2024
Gabe Vincent,PG,218,-6.9,0.4,-0.2,vincega01,LAL,2024
Jalen Hood-Schifino,SG,109,-12.4,-3.7,-0.4,hoodsja01,LAL,2024
Maxwell Lewis,SF,103,-10.3,-3.2,-0.3,lewisma05,LAL,2024
Skylar Mays,SG,77,-3.5,2.9,0.0,mayssk01,LAL,2024
Colin Castleton,C,59,-3.9,-1.4,0.0,castlco01,LAL,2024
D'Moi Hodge,SG,41,-3.7,-2.6,0.0,hodgedm01,LAL,2024
Dylan Windler,SF,28,3.8,-0.6,0.0,windldy01,LAL,2024
Harry Giles,C,19,-9.7,-3.2,-0.1,gilesha01,LAL,2024
Alex Fudge,SF,14,-9.9,-8.3,-0.1,fudgeal01,LAL,2024
