Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Tyrese Haliburton,PG,2224,7.3,-0.4,5.0,halibty01,IND,2024
Myles Turner,C,2076,1.0,-0.1,1.5,turnemy01,IND,2024
Aaron Nesmith,SF,1995,-0.3,-0.2,0.8,nesmiaa01,IND,2024
Obi Toppin,PF,1730,1.8,-0.3,1.5,toppiob01,IND,2024
Andrew Nembhard,PG,1697,-1.6,-0.5,-0.1,nembhan01,IND,2024
Bennedict Mathurin,SF,1538,-1.2,-2.3,-0.6,mathube01,IND,2024
Buddy Hield,SF,1336,1.0,-0.8,0.7,hieldbu01,IND,2024
Pascal Siakam,PF,1303,3.0,-0.5,1.5,siakapa01,IND,2024
T.J. McConnell,PG,1291,2.9,0.1,1.6,mccontj01,IND,2024
Jalen Smith,C,1047,3.2,-0.8,1.2,smithja04,IND,2024
Bruce Brown,SG,981,-1.7,-0.5,-0.1,brownbr01,IND,2024
Ben Sheppard,SG,814,-3.3,-0.1,-0.3,sheppbe01,IND,2024
Isaiah Jackson,C,771,0.3,1.4,0.7,jacksis01,IND,2024
Jarace Walker,PF,340,-0.5,0.7,0.2,walkeja02,IND,2024
Doug McDermott,SF,204,-3.0,-2.2,-0.2,mcderdo01,IND,2024
Jordan Nwora,SF,183,-1.8,-2.2,-0.1,nworajo01,IND,2024
Kendall Brown,SG,63,-4.2,-2.6,-0.1,brownke03,IND,2024
James Johnson,PF,47,-8.0,2.2,0.0,johnsja01,IND,2024
Oscar Tshiebwe,PF,42,4.5,-2.3,0.0,tshieos01,IND,2024
Quenton Jackson,PG,11,-3.5,6.8,0.0,jacksqu01,IND,2024
Daniel Theis,C,8,-13.2,-7.3,0.0,theisda01,IND,2024
Isaiah Wong,SG,4,-11.3,-7.7,0.0,wongis01,IND,2024
