Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Jaren Jackson Jr.,C,2124,0.0,0.4,1.3,jacksja02,MEM,2024
Santi Aldama,PF,1618,-0.7,0.4,0.7,aldamsa01,MEM,2024
Desmond Bane,SG,1443,3.1,-0.3,1.7,banede01,MEM,2024
Vince Williams Jr.,SG,1436,-1.7,1.0,0.5,willivi01,MEM,2024
GG Jackson II,PF,1233,-0.2,-1.8,0.0,jacksgg01,MEM,2024
John Konchar,SF,1173,-2.6,2.2,0.5,konchjo01,MEM,2024
David Roddy,PF,1114,-3.9,-1.0,-0.8,roddyda01,MEM,2024
Ziaire Williams,SF,1038,-4.0,-0.4,-0.6,willizi02,MEM,2024
Luke Kennard,SG,999,0.6,-0.9,0.4,kennalu01,MEM,2024
Jake LaRavia,PF,806,-1.4,-1.0,-0.1,laravja01,MEM,2024
Bismack Biyombo,C,718,-4.8,1.6,-0.2,biyombi01,MEM,2024
Xavier Tillman Sr.,C,700,-3.8,2.1,0.1,tillmxa01,MEM,2024
Jacob Gilyard,PG,654,-1.5,0.2,0.1,gilyaja01,MEM,2024
Marcus Smart,PG,605,-3.3,0.9,0.0,smartma01,MEM,2024
Trey Jemison,C,572,-4.7,-0.4,-0.4,jemistr01,MEM,2024
Scotty Pippen Jr.,PG,527,-0.1,1.4,0.4,pippesc02,MEM,2024
Jordan Goodwin,PG,497,-1.8,0.6,0.1,goodwjo01,MEM,2024
Lamar Stevens,PF,437,-2.0,-0.3,0.0,stevela01,MEM,2024
Derrick Rose,PG,399,-1.3,-1.5,-0.1,rosede01,MEM,2024
Ja Morant,PG,318,2.7,0.4,0.4,moranja01,MEM,2024
Zavier Simpson,PG,161,-6.2,0.3,-0.2,simpsza01,MEM,2024
Jaylen Nowell,SG,156,-5.9,-1.6,-0.2,nowelja01,MEM,2024
DeJon Jarreau,SG,150,-4.6,0.7,-0.1,jarrede01,MEM,2024
Brandon Clarke,PF,134,0.7,0.3,0.1,clarkbr01,MEM,2024
Timmy Allen,SF,125,-10.3,-0.7,-0.3,allenti01,MEM,2024
Mãozinha Pereira,SF,122,-1.2,0.7,0.0,pereima01,MEM,2024
Matthew Hurt,PF,113,-3.0,-0.7,-0.1,hurtma01,MEM,2024
Kenneth Lofton Jr.,PF,99,-5.4,0.9,-0.1,loftoke01,MEM,2024
Yuta Watanabe,SF,82,-8.5,0.0,-0.1,watanyu01,MEM,2024
Wenyen Gabriel,PF,81,-10.6,-1.9,-0.2,gabriwe01,MEM,2024
Tosan Evbuomwan,SF,74,-4.2,-2.2,-0.1,evbuoto01,MEM,2024
Jack White,SF,64,-9.1,-1.2,-0.1,whiteja03,MEM,2024
Shaquille Harrison,SG,6,-0.7,5.2,0.0,harrish01,MEM,2024
