Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Domantas Sabonis,C,2928,4.0,2.4,6.2,sabondo01,SAC,2024
De'Aaron Fox,PG,2659,2.6,0.1,3.2,foxde01,SAC,2024
Keegan Murray,SF,2588,-0.4,-0.5,0.8,murrake02,SAC,2024
Harrison Barnes,PF,2381,-0.6,-1.2,0.1,barneha02,SAC,2024
Malik Monk,SG,1872,1.5,-1.0,1.2,monkma01,SAC,2024
Kevin Huerter,SG,1562,-0.5,-0.4,0.5,huertke01,SAC,2024
Trey Lyles,PF,1158,-0.4,-0.7,0.3,lylestr01,SAC,2024
Davion Mitchell,PG,1101,-2.4,-1.0,-0.4,mitchda01,SAC,2024
Keon Ellis,SG,978,-0.9,2.1,0.8,elliske01,SAC,2024
Chris Duarte,SF,719,-3.5,0.1,-0.2,duartch01,SAC,2024
Sasha Vezenkov,PF,511,-0.2,-0.7,0.1,vezenal01,SAC,2024
Alex Len,C,444,-2.7,2.9,0.2,lenal01,SAC,2024
JaVale McGee,C,339,-1.9,0.6,0.1,mcgeeja01,SAC,2024
Kessler Edwards,SF,275,-1.6,0.1,0.0,edwarke02,SAC,2024
Colby Jones,SG,192,-5.4,0.4,-0.1,jonesco02,SAC,2024
Juan Toscano-Anderson,SF,53,-8.7,-0.6,-0.1,toscaju01,SAC,2024
Jalen Slawson,SF,37,-7.5,1.1,0.0,slawsja01,SAC,2024
Mason Jones,SG,28,-5.4,0.0,0.0,jonesma05,SAC,2024
Jordan Ford,PG,22,3.3,-1.1,0.0,fordjo01,SAC,2024
Filip Petrušev,C,7,-5.5,-3.9,0.0,petrufi01,SAC,2024
