Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Jerami Grant,PF,1830,1.0,-1.1,0.9,grantje01,POR,2024
Deandre Ayton,C,1784,0.5,-0.2,1.0,aytonde01,POR,2024
Scoot Henderson,PG,1765,-3.5,-2.3,-1.7,hendesc01,POR,2024
Toumani Camara,PF,1739,-3.1,0.0,-0.5,camarto01,POR,2024
Jabari Walker,PF,1700,-2.4,-0.9,-0.6,walkeja01,POR,2024
Anfernee Simons,SG,1582,2.7,-2.5,0.8,simonan01,POR,2024
Matisse Thybulle,SF,1487,-2.8,3.4,0.9,thybuma01,POR,2024
Kris Murray,SF,1348,-3.5,-0.2,-0.6,murrakr01,POR,2024
Duop Reath,C,1214,-0.2,-0.7,0.3,reathdu01,POR,2024
Malcolm Brogdon,PG,1121,2.7,-0.7,1.1,brogdma01,POR,2024
Shaedon Sharpe,SG,1059,-1.9,-0.9,-0.2,sharpsh01,POR,2024
Dalano Banton,PG,876,0.1,-0.9,0.3,bantoda01,POR,2024
Rayan Rupert,SG,633,-5.6,-1.2,-0.8,ruperra01,POR,2024
Justin Minaya,SF,381,-5.1,-0.5,-0.3,minayju01,POR,2024
Skylar Mays,PG,356,-1.8,-0.5,0.0,mayssk01,POR,2024
Ashton Hagans,PG,316,-4.4,0.9,-0.1,haganas01,POR,2024
Ibou Badji,C,226,-7.7,1.9,-0.2,badjiib01,POR,2024
Moses Brown,C,200,-4.1,-2.4,-0.2,brownmo01,POR,2024
Robert Williams,C,119,-2.2,2.9,0.1,williro04,POR,2024
Jamaree Bouyea,PG,57,-13.0,-4.8,-0.2,bouyeja01,POR,2024
Ish Wainright,SF,46,-1.2,0.6,0.0,wainris01,POR,2024
Taze Moore,SG,40,-2.5,-0.6,0.0,mooreta02,POR,2024
