Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Collin Sexton,SG,2075,3.8,-1.9,2.0,sextoco01,UTA,2024
Keyonte George,PG,2023,-1.5,-2.9,-1.2,georgke01,UTA,2024
John Collins,PF,1901,0.5,-1.4,0.5,collijo01,UTA,2024
Lauri Markkanen,PF,1820,5.1,-1.5,2.6,markkla01,UTA,2024
Jordan Clarkson,SG,1682,-1.3,-3.2,-1.1,clarkjo01,UTA,2024
Walker Kessler,C,1493,-0.4,1.3,1.1,kesslwa01,UTA,2024
Kris Dunn,PG,1249,-1.5,1.4,0.6,dunnkr01,UTA,2024
Simone Fontecchio,SF,1160,-0.4,-1.2,0.1,fontesi01,UTA,2024
Kelly Olynyk,C,1019,1.3,1.3,1.2,olynyke01,UTA,2024
Talen Horton-Tucker,PG,1009,-0.9,-0.4,0.2,hortota01,UTA,2024
Ochai Agbaji,SG,1003,-2.5,-0.5,-0.3,agbajoc01,UTA,2024
Taylor Hendricks,PF,856,-1.3,-0.4,0.1,hendrta01,UTA,2024
Brice Sensabaugh,SF,584,-3.3,-2.1,-0.5,sensabr01,UTA,2024
Omer Yurtseven,C,545,-1.6,-1.5,-0.1,yurtsom01,UTA,2024
Luka Šamanić,PF,404,-4.9,-2.9,-0.6,samanlu01,UTA,2024
Johnny Juzang,SG,372,-1.5,-2.2,-0.2,juzanjo01,UTA,2024
Micah Potter,PF,186,-1.4,-0.9,0.0,pottemi01,UTA,2024
Darius Bazley,PF,142,-0.4,0.6,0.1,bazleda01,UTA,2024
Kira Lewis Jr.,PG,119,-1.6,-1.9,0.0,lewiski01,UTA,2024
Kenneth Lofton Jr.,PF,91,6.9,0.6,0.2,loftoke01,UTA,2024
Jason Preston,PG,71,-2.5,-0.1,0.0,prestja01,UTA,2024
