Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Luka Dončić,PG,2624,8.3,1.7,8.0,doncilu01,DAL,2024
Tim Hardaway Jr.,SF,2120,-0.8,-2.1,-0.5,hardati02,DAL,2024
Kyrie Irving,SG,2030,4.8,0.1,3.6,irvinky01,DAL,2024
Derrick Jones Jr.,SF,1783,-1.3,-0.3,0.2,jonesde02,DAL,2024
Josh Green,SG,1505,-2.4,-0.3,-0.3,greenjo02,DAL,2024
Dereck Lively II,C,1294,-0.3,0.8,0.8,livelde01,DAL,2024
Grant Williams,PF,1242,-2.7,-0.7,-0.4,willigr01,DAL,2024
Dante Exum,PG,1088,-0.3,-0.3,0.4,exumda01,DAL,2024
Jaden Hardy,SG,989,-2.0,-2.1,-0.5,hardyja02,DAL,2024
P.J. Washington,PF,935,-1.8,0.7,0.2,washipj01,DAL,2024
Maxi Kleber,C,871,-2.3,1.0,0.2,klebima01,DAL,2024
Dwight Powell,C,836,-1.1,0.8,0.4,poweldw01,DAL,2024
Daniel Gafford,PF,623,2.5,3.4,1.3,gaffoda01,DAL,2024
Seth Curry,SG,457,-3.2,-0.9,-0.2,curryse01,DAL,2024
Olivier-Maxence Prosper,PF,336,-1.7,-1.3,-0.1,prospol01,DAL,2024
A.J. Lawson,SG,311,-3.1,-1.5,-0.2,lawsoaj01,DAL,2024
Richaun Holmes,C,237,-2.4,-0.6,-0.1,holmeri01,DAL,2024
Markieff Morris,PF,216,-4.0,-1.3,-0.2,morrima02,DAL,2024
Brandon Williams,PG,113,-2.7,-2.8,-0.1,willibr03,DAL,2024
Greg Brown III,PF,40,-5.0,0.6,0.0,browngr01,DAL,2024
Dexter Dennis,SG,30,1.7,-0.1,0.0,dennide01,DAL,2024
Alex Fudge,SF,26,-0.4,2.1,0.0,fudgeal01,DAL,2024
