Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Jalen Brunson,PG,2726,6.3,-0.4,5.4,brunsja01,NYK,2024
Josh Hart,SF,2707,-1.3,1.4,1.4,hartjo01,NYK,2024
Donte DiVincenzo,SG,2360,2.5,0.9,3.2,divindo01,NYK,2024
Isaiah Hartenstein,C,1896,0.7,2.8,2.6,harteis01,NYK,2024
Julius Randle,PF,1630,2.2,-0.3,1.6,randlju01,NYK,2024
Miles McBride,PG,1328,-0.4,0.4,0.6,mcbrimi01,NYK,2024
Precious Achiuwa,PF,1187,-1.9,0.5,0.2,achiupr01,NYK,2024
Quentin Grimes,SG,910,-1.9,0.4,0.1,grimequ01,NYK,2024
OG Anunoby,SF,802,-1.3,1.8,0.5,anunoog01,NYK,2024
Mitchell Robinson,C,768,-0.3,0.4,0.4,robinmi01,NYK,2024
RJ Barrett,SG,766,-0.3,-1.7,0.0,barrerj01,NYK,2024
Immanuel Quickley,SG,720,2.7,-0.2,0.8,quickim01,NYK,2024
Jericho Sims,C,585,-2.4,0.7,0.0,simsje01,NYK,2024
Bojan Bogdanović,SF,557,-2.4,-2.5,-0.4,bogdabo02,NYK,2024
Alec Burks,SG,311,-4.9,-3.0,-0.5,burksal01,NYK,2024
Taj Gibson,PF,165,-6.9,0.0,-0.2,gibsota01,NYK,2024
Malachi Flynn,PG,60,-1.7,-0.9,0.0,flynnma01,NYK,2024
DaQuan Jeffries,SG,46,-5.6,-2.5,-0.1,jeffrda01,NYK,2024
Ryan Arcidiacono,PG,45,-11.5,1.9,-0.1,arcidry01,NYK,2024
Evan Fournier,SG,39,-11.8,0.4,-0.1,fournev01,NYK,2024
Jacob Toppin,SF,38,0.6,-1.3,0.0,toppija01,NYK,2024
Charlie Brown Jr.,SG,37,-10.2,-3.4,-0.1,brownch02,NYK,2024
Shake Milton,SG,27,-5.7,2.2,0.0,miltosh01,NYK,2024
Mamadi Diakite,PF,8,-13.5,0.7,0.0,diakima01,NYK,2024
Dylan Windler,SF,7,3.7,3.8,0.0,windldy01,NYK,2024
Dmytro Skapintsev,C,2,-16.0,-9.8,0.0,skapidm01,NYK,2024
