Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Tyrese Maxey,PG,2626,4.1,-1.0,3.4,maxeyty01,PHI,2024
Tobias Harris,PF,2368,1.0,-0.1,1.7,harrito02,PHI,2024
Kelly Oubre Jr.,SF,2055,-1.5,-0.7,-0.1,oubreke01,PHI,2024
Paul Reed,C,1590,-0.6,1.0,0.9,reedpa01,PHI,2024
Nicolas Batum,PF,1475,-1.3,0.7,0.5,batumni01,PHI,2024
Joel Embiid,C,1309,8.5,3.1,4.5,embiijo01,PHI,2024
De'Anthony Melton,SG,1023,-0.7,1.2,0.7,meltode01,PHI,2024
Patrick Beverley,PG,919,-1.5,0.0,0.1,beverpa01,PHI,2024
Buddy Hield,SG,824,1.0,-0.3,0.6,hieldbu01,PHI,2024
Mo Bamba,C,740,-2.3,1.4,0.2,bambamo01,PHI,2024
KJ Martin,SF,715,-3.9,-0.1,-0.4,martike04,PHI,2024
Kyle Lowry,PG,653,-1.7,0.4,0.1,lowryky01,PHI,2024
Marcus Morris,PF,637,-2.3,-1.1,-0.2,morrima03,PHI,2024
Cameron Payne,PG,602,0.0,-0.8,0.2,payneca01,PHI,2024
Danuel House Jr.,SF,509,-3.4,-0.5,-0.3,houseda01,PHI,2024
Robert Covington,SF,419,-0.9,3.0,0.4,covinro01,PHI,2024
Jaden Springer,SG,377,-4.5,1.0,-0.1,sprinja01,PHI,2024
Furkan Korkmaz,SG,300,-3.2,0.4,-0.1,korkmfu01,PHI,2024
Ricky Council IV,SG,289,2.1,-0.8,0.2,councri01,PHI,2024
Jeff Dowtin Jr.,PG,142,2.0,1.3,0.2,dowtije01,PHI,2024
Terquavion Smith,PG,84,0.3,0.5,0.1,smithte01,PHI,2024
P.J. Tucker,PF,66,-5.2,1.2,0.0,tuckepj01,PHI,2024
Danny Green,SG,18,-7.4,0.8,0.0,greenda02,PHI,2024
D.J. Wilson,PF,15,15.5,7.0,0.1,wilsodj01,PHI,2024
Darius Bazley,PF,10,-7.7,-0.7,0.0,bazleda01,PHI,2024
Kenneth Lofton Jr.,PF,9,-23.4,-9.2,-0.1,loftoke01,PHI,2024
Filip Petrušev,C,3,-3.0,-1.9,0.0,petrufi01,PHI,2024
Javonte Smart,PG,1,-6.2,-2.1,0.0,smartja01,PHI,2024
