Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Paolo Banchero,PF,2799,1.3,0.0,2.3,banchpa01,ORL,2024
Franz Wagner,SF,2337,0.9,0.3,1.9,wagnefr01,ORL,2024
Jalen Suggs,SG,2025,-0.6,1.6,1.5,suggsja01,ORL,2024
Cole Anthony,PG,1817,-0.6,0.7,1.0,anthoco01,ORL,2024
Moritz Wagner,C,1415,1.7,0.3,1.4,wagnemo01,ORL,2024
Wendell Carter Jr.,C,1406,0.5,0.4,1.0,cartewe01,ORL,2024
Gary Harris,SG,1297,-2.3,1.1,0.3,harriga01,ORL,2024
Joe Ingles,SF,1169,-1.7,1.2,0.5,inglejo01,ORL,2024
Anthony Black,PG,1164,-3.8,0.8,-0.3,blackan01,ORL,2024
Goga Bitadze,C,957,-0.7,2.8,1.0,bitadgo01,ORL,2024
Jonathan Isaac,PF,914,1.4,2.4,1.4,isaacjo01,ORL,2024
Markelle Fultz,PG,910,-2.6,1.2,0.1,fultzma01,ORL,2024
Caleb Houstan,SF,815,-1.4,-0.5,0.0,houstca01,ORL,2024
Chuma Okeke,SF,432,-3.2,-0.2,-0.2,okekech01,ORL,2024
Trevelin Queen,SG,165,-4.7,1.4,-0.1,queentr01,ORL,2024
Admiral Schofield,PF,84,-4.1,-0.8,-0.1,schofad01,ORL,2024
Jett Howard,SF,67,-1.4,-0.3,0.0,howarje01,ORL,2024
Kevon Harris,SG,6,-15.5,-0.3,0.0,harrike01,ORL,2024
