Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Anthony Edwards,SG,2770,2.7,0.5,3.7,edwaran01,MIN,2024
Rudy Gobert,C,2593,0.1,1.7,2.5,goberru01,MIN,2024
Mike Conley,PG,2193,2.0,1.4,3.0,conlemi01,MIN,2024
Jaden McDaniels,SF,2105,-3.3,0.7,-0.3,mcdanja02,MIN,2024
Karl-Anthony Towns,PF,2026,1.6,0.9,2.3,townska01,MIN,2024
Naz Reid,PF,1964,0.4,1.1,1.7,reidna01,MIN,2024
Nickeil Alexander-Walker,SG,1921,-1.1,1.3,1.1,alexani01,MIN,2024
Kyle Anderson,PF,1782,-1.6,2.7,1.4,anderky01,MIN,2024
Jordan McLaughlin,PG,626,1.4,2.9,1.0,mclaujo01,MIN,2024
Shake Milton,SG,491,-4.8,0.6,-0.3,miltosh01,MIN,2024
Troy Brown Jr.,SF,410,-0.2,0.5,0.2,browntr01,MIN,2024
Monte Morris,PG,408,-0.2,2.2,0.4,morrimo01,MIN,2024
T.J. Warren,SF,125,-5.0,0.5,-0.1,warretj01,MIN,2024
Luka Garza,C,122,0.6,-2.7,0.0,garzalu01,MIN,2024
Josh Minott,SF,91,1.8,3.3,0.2,minotjo01,MIN,2024
Wendell Moore Jr.,SG,75,-6.1,3.3,0.0,moorewe01,MIN,2024
Leonard Miller,SF,52,5.9,3.7,0.2,millele01,MIN,2024
Daishen Nix,PG,50,-2.8,1.4,0.0,nixda01,MIN,2024
Justin Jackson,SF,1,-6.3,-1.2,0.0,jacksju01,MIN,2024
