Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Stephen Curry,PG,2421,6.3,-1.1,4.4,curryst01,GSW,2024
Klay Thompson,SF,2284,1.1,-1.5,0.9,thompkl01,GSW,2024
Brandin Podziemski,SG,1968,-0.5,0.4,0.9,podzibr01,GSW,2024
Jonathan Kuminga,PF,1949,0.0,-0.4,0.8,kuminjo01,GSW,2024
Andrew Wiggins,SF,1920,-1.4,-1.2,-0.3,wiggian01,GSW,2024
Chris Paul,PG,1531,-0.2,1.2,1.2,paulch01,GSW,2024
Draymond Green,PF,1490,-0.6,3.0,1.6,greendr01,GSW,2024
Kevon Looney,C,1195,-0.8,1.4,0.8,looneke01,GSW,2024
Moses Moody,SG,1156,-0.2,0.1,0.6,moodymo01,GSW,2024
Trayce Jackson-Davis,PF,1130,1.5,1.2,1.4,jackstr02,GSW,2024
Dario Šarić,C,1098,0.6,0.4,0.9,saricda01,GSW,2024
Gary Payton II,SG,680,-1.3,2.2,0.5,paytoga02,GSW,2024
Lester Quiñones,SG,394,-2.0,-1.3,-0.1,quinole01,GSW,2024
Cory Joseph,PG,296,-4.0,-0.7,-0.2,josepco01,GSW,2024
Gui Santos,PF,192,0.0,-0.5,0.1,santogu01,GSW,2024
Jerome Robinson,SG,81,-6.1,-2.2,-0.1,robinje01,GSW,2024
Pat Spencer,PG,26,-3.4,-3.1,0.0,spencpa01,GSW,2024
Usman Garuba,PF,18,-10.8,-0.1,0.0,garubus01,GSW,2024
