Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Nikola Jokić,C,2737,9.0,4.2,10.6,jokicni01,DEN,2024
Michael Porter Jr.,SF,2565,1.2,-1.2,1.3,portemi01,DEN,2024
Kentavious Caldwell-Pope,SG,2402,-2.1,0.7,0.4,caldwke01,DEN,2024
Aaron Gordon,PF,2297,1.2,0.1,1.9,gordoaa01,DEN,2024
Jamal Murray,PG,1861,4.5,-0.4,2.9,murraja01,DEN,2024
Reggie Jackson,PG,1817,-1.8,-1.5,-0.6,jacksre01,DEN,2024
Christian Braun,SG,1655,-1.7,-0.2,0.0,braunch01,DEN,2024
Peyton Watson,SF,1488,-3.0,0.8,-0.1,watsope01,DEN,2024
Justin Holiday,SG,862,-2.5,0.9,0.1,holidju01,DEN,2024
Zeke Nnaji,PF,576,-3.8,0.1,-0.2,nnajize01,DEN,2024
Julian Strawther,SF,545,-4.6,-1.4,-0.6,strawju01,DEN,2024
DeAndre Jordan,C,396,-1.7,-0.1,0.0,jordade01,DEN,2024
Collin Gillespie,PG,225,-3.7,0.9,0.0,gilleco01,DEN,2024
Jalen Pickett,SG,122,-2.7,-0.5,0.0,pickeja02,DEN,2024
Braxton Key,SF,60,0.5,1.6,0.1,keybr01,DEN,2024
Jay Huff,C,49,-0.3,1.6,0.0,huffja01,DEN,2024
Hunter Tyson,PF,48,-6.8,-2.1,-0.1,tysonhu01,DEN,2024
