Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Bam Adebayo,C,2416,0.8,1.7,2.7,adebaba01,MIA,2024
Jaime Jaquez Jr.,SF,2113,-2.2,0.3,0.1,jaqueja01,MIA,2024
Jimmy Butler,PF,2042,3.9,0.7,3.4,butleji01,MIA,2024
Duncan Robinson,SF,1905,-0.5,-0.4,0.6,robindu01,MIA,2024
Caleb Martin,SF,1756,-2.2,0.2,0.0,martica02,MIA,2024
Tyler Herro,SG,1407,1.5,-0.7,1.0,herroty01,MIA,2024
Haywood Highsmith,PF,1366,-1.8,1.1,0.5,highsha01,MIA,2024
Josh Richardson,SG,1103,-1.3,0.0,0.2,richajo01,MIA,2024
Kyle Lowry,PG,1037,-2.0,1.3,0.3,lowryky01,MIA,2024
Terry Rozier,PG,975,0.4,0.3,0.7,roziete01,MIA,2024
Kevin Love,PF,924,2.7,1.0,1.3,loveke01,MIA,2024
Nikola Jović,PF,896,-0.9,1.3,0.5,jovicni01,MIA,2024
Thomas Bryant,C,441,-0.6,0.2,0.2,bryanth01,MIA,2024
Orlando Robinson,C,304,-1.9,0.8,0.1,robinor01,MIA,2024
Delon Wright,PG,286,-2.4,2.8,0.2,wrighde01,MIA,2024
Jamal Cain,PF,259,-2.5,0.2,0.0,cainja01,MIA,2024
Patty Mills,PG,213,-5.8,0.5,-0.2,millspa02,MIA,2024
Dru Smith,SG,131,-1.8,3.2,0.1,smithdr01,MIA,2024
Cole Swider,SF,87,-2.1,-2.4,-0.1,swideco01,MIA,2024
R.J. Hampton,PG,76,-8.1,-1.4,-0.1,hamptrj01,MIA,2024
Alondes Williams,SG,16,-17.8,-5.4,-0.1,willial06,MIA,2024
