Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Collin Sexton,25,SG,78,51,2075,19.9,.607,.313,.356,3.8,7.1,5.4,29.5,1.4,0.8,12.1,27.5,5.2,0.3,5.5,.127,3.8,-1.9,1.9,2.0,,sextoco01
2,Keyonte George,20,PG,75,44,2023,10.4,.533,.540,.274,0.8,10.6,5.7,23.1,0.9,0.3,17.1,22.8,-0.4,0.1,-0.3,-0.008,-1.5,-2.9,-4.4,-1.2,,georgke01
3,John Collins,26,PF,68,66,1901,17.5,.621,.311,.248,9.2,24.0,16.7,6.1,1.0,2.9,10.6,20.4,3.1,1.3,4.4,.110,0.5,-1.4,-0.9,0.5,,collijo01
4,Lauri Markkanen,26,PF,55,55,1820,21.5,.631,.493,.311,7.4,19.6,13.6,9.5,1.3,1.3,7.1,25.0,5.2,0.9,6.2,.163,5.1,-1.5,3.6,2.6,,markkla01
5,Jordan Clarkson,31,SG,55,19,1682,12.7,.521,.379,.246,3.2,9.0,6.2,24.6,1.0,0.3,13.9,26.1,0.1,0.1,0.2,.006,-1.3,-3.2,-4.5,-1.1,,clarkjo01
6,Walker Kessler,22,C,64,22,1493,18.0,.663,.054,.266,12.3,23.1,17.7,5.6,1.0,9.2,14.4,12.8,2.4,1.7,4.1,.131,-0.4,1.3,0.9,1.1,,kesslwa01
7,Kris Dunn,29,PG,66,32,1249,12.8,.546,.355,.102,4.4,12.2,8.3,27.1,2.6,2.0,19.5,13.6,1.1,0.9,2.0,.076,-1.5,1.4,-0.1,0.6,,dunnkr01
8,Simone Fontecchio,28,SF,50,34,1160,11.2,.592,.651,.112,5.0,11.7,8.4,8.6,1.2,1.4,12.0,15.4,0.9,0.3,1.3,.052,-0.4,-1.2,-1.6,0.1,,fontesi01
9,Kelly Olynyk,32,C,50,8,1019,17.3,.677,.326,.368,6.9,20.5,13.7,29.6,1.8,1.1,21.3,15.6,2.5,0.7,3.1,.148,1.3,1.3,2.6,1.2,,olynyke01
10,Talen Horton-Tucker,23,PG,51,11,1009,13.4,.503,.391,.234,2.3,10.8,6.6,25.5,2.2,1.7,11.2,24.0,0.3,0.5,0.8,.039,-0.9,-0.4,-1.2,0.2,,hortota01
11,Ochai Agbaji,23,SG,51,10,1003,8.1,.531,.570,.080,3.9,9.9,6.9,6.1,1.3,2.6,11.7,12.2,0.1,0.3,0.4,.019,-2.5,-0.5,-3.0,-0.3,,agbajoc01
12,Taylor Hendricks,20,PF,40,23,856,11.8,.578,.583,.121,6.0,17.7,11.9,5.0,1.6,3.1,9.7,13.7,0.7,0.6,1.2,.070,-1.3,-0.4,-1.6,0.1,,hendrta01
13,Brice Sensabaugh,20,SF,32,11,584,8.6,.511,.528,.188,3.0,16.1,9.6,13.0,1.1,0.9,16.6,20.3,-0.5,0.2,-0.3,-0.024,-3.3,-2.1,-5.5,-0.5,,sensabr01
14,Omer Yurtseven,25,C,48,12,545,15.0,.565,.130,.152,14.7,27.3,21.0,7.7,0.7,2.9,15.9,17.9,0.3,0.4,0.7,.062,-1.6,-1.5,-3.0,-0.1,,yurtsom01
15,Luka Šamanić,24,PF,43,7,404,8.9,.485,.405,.354,6.0,21.6,13.9,6.5,0.6,1.5,13.3,21.8,-0.4,0.2,-0.2,-0.029,-4.9,-2.9,-7.8,-0.6,,samanlu01
16,Johnny Juzang,22,SG,20,5,372,9.6,.620,.700,.127,2.1,8.5,5.3,8.4,0.5,0.5,10.1,14.5,0.4,0.0,0.4,.047,-1.5,-2.2,-3.7,-0.2,,juzanjo01
17,Micah Potter,25,PF,16,0,186,11.0,.609,.525,.200,6.0,19.4,12.7,4.2,1.0,2.9,10.3,10.9,0.2,0.1,0.3,.075,-1.4,-0.9,-2.3,0.0,,pottemi01
18,Darius Bazley,23,PF,6,0,142,14.9,.700,.276,.414,6.3,14.6,10.5,4.7,2.0,4.4,17.0,12.2,0.2,0.1,0.3,.100,-0.4,0.6,0.2,0.1,,bazleda01
19,Kira Lewis Jr.,22,PG,12,0,119,12.3,.512,.325,.225,4.7,6.4,5.6,22.2,1.6,0.7,12.0,17.6,0.1,0.0,0.1,.042,-1.6,-1.9,-3.5,0.0,,lewiski01
20,Kenneth Lofton Jr.,21,PF,4,0,91,25.0,.690,.343,.314,12.2,12.0,12.1,32.7,1.6,2.0,13.1,21.1,0.4,0.0,0.4,.232,6.9,0.6,7.5,0.2,,loftoke01
21,Jason Preston,24,PG,7,0,71,10.5,.316,.158,.000,9.4,16.9,13.2,28.7,1.4,1.3,9.5,12.4,0.0,0.0,0.0,.026,-2.5,-0.1,-2.6,0.0,,prestja01
