Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Paolo Banchero,21,PF,80,80,2799,17.3,.546,.249,.397,3.4,20.0,11.6,25.2,1.3,1.6,13.0,29.7,1.3,4.0,5.3,.090,1.3,0.0,1.3,2.3,AS,banchpa01
2,Franz Wagner,22,SF,72,72,2337,17.6,.575,.305,.291,3.6,15.7,9.6,18.8,1.6,1.1,10.0,25.7,3.1,3.2,6.4,.131,0.9,0.3,1.2,1.9,,wagnefr01
3,Jalen Suggs,22,SG,75,75,2025,14.1,.602,.539,.218,2.8,10.6,6.6,15.0,2.6,2.2,14.4,19.7,1.5,3.2,4.7,.112,-0.6,1.6,1.0,1.5,DPOY-10DEF2,suggsja01
4,Cole Anthony,23,PG,81,0,1817,14.6,.545,.360,.286,4.1,16.1,10.1,19.8,1.7,1.9,12.8,23.7,0.9,2.7,3.6,.096,-0.6,0.7,0.1,1.0,,anthoco01
5,Moritz Wagner,26,C,80,1,1415,20.6,.676,.208,.370,9.6,19.3,14.4,11.2,1.4,1.4,13.1,22.8,3.5,2.0,5.6,.188,1.7,0.3,2.0,1.4,,wagnemo01
6,Wendell Carter Jr.,24,C,55,48,1406,15.9,.623,.402,.315,9.3,22.7,15.9,9.9,1.2,1.9,12.3,17.2,2.2,2.1,4.4,.149,0.5,0.4,0.9,1.0,,cartewe01
7,Gary Harris,29,SG,54,27,1297,9.4,.587,.690,.152,2.2,6.1,4.1,9.1,1.9,1.0,8.9,11.7,1.1,1.5,2.7,.099,-2.3,1.1,-1.2,0.3,,harriga01
8,Joe Ingles,36,SF,68,0,1169,10.6,.612,.709,.150,1.8,12.6,7.1,23.0,1.8,0.4,21.7,11.6,1.1,1.5,2.6,.108,-1.7,1.2,-0.5,0.5,,inglejo01
9,Anthony Black,20,PG,69,33,1164,8.4,.560,.381,.324,3.3,10.8,7.0,10.6,1.5,1.7,16.6,12.7,0.1,1.5,1.6,.067,-3.8,0.8,-3.0,-0.3,,blackan01
10,Goga Bitadze,24,C,62,33,957,17.8,.629,.067,.416,13.3,21.9,17.5,11.7,1.7,7.0,15.1,13.3,1.8,1.9,3.7,.186,-0.7,2.8,2.1,1.0,,bitadgo01
11,Jonathan Isaac,26,PF,58,2,914,19.2,.610,.392,.287,9.3,24.2,16.7,4.8,2.3,7.1,7.7,16.7,1.5,2.1,3.6,.188,1.4,2.4,3.8,1.4,6MOY-9,isaacjo01
12,Markelle Fultz,25,PG,43,18,910,12.6,.492,.055,.101,7.2,10.7,8.9,19.7,2.3,1.5,12.8,18.8,0.0,1.3,1.3,.069,-2.6,1.2,-1.4,0.1,,fultzma01
13,Caleb Houstan,21,SF,59,13,815,8.3,.582,.937,.126,4.0,8.1,6.1,4.8,0.9,0.5,6.9,12.5,0.7,0.8,1.5,.089,-1.4,-0.5,-1.9,0.0,,houstca01
14,Chuma Okeke,25,SF,47,8,432,6.9,.465,.732,.063,4.9,17.0,10.9,6.2,1.0,1.5,12.2,13.3,-0.3,0.6,0.3,.029,-3.2,-0.2,-3.4,-0.2,,okekech01
15,Trevelin Queen,26,SG,14,0,165,8.3,.462,.447,.316,2.1,12.2,7.1,14.5,2.1,2.8,13.9,13.3,-0.1,0.3,0.2,.056,-4.7,1.4,-3.4,-0.1,,queentr01
16,Admiral Schofield,26,PF,23,0,84,6.0,.484,.615,.077,4.2,19.7,11.9,11.6,0.6,0.0,15.7,16.6,-0.1,0.1,0.0,.006,-4.1,-0.8,-4.9,-0.1,,schofad01
17,Jett Howard,20,SF,18,0,67,8.6,.457,.833,.133,1.7,10.6,6.1,13.0,1.5,2.8,8.6,22.7,-0.1,0.1,0.0,.005,-1.4,-0.3,-1.8,0.0,,howarje01
18,Kevon Harris,26,SG,2,0,6,11.1,.667,.000,.000,0.0,39.5,19.6,33.0,0.0,0.0,25.0,29.1,0.0,0.0,0.0,.038,-15.5,-0.3,-15.8,0.0,,harrike01
