Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Brook Lopez,C,2546,0.4,0.4,1.8,lopezbr01,MIL,2025
Giannis Antetokounmpo,PF,2289,6.9,2.5,6.6,antetgi01,MIL,2025
Taurean Prince,SF,2166,-2.0,0.3,0.1,princta02,MIL,2025
Damian Lillard,PG,2093,4.7,-0.6,3.2,lillada01,MIL,2025
Gary Trent Jr.,SG,1893,-1.2,-0.4,0.2,trentga02,MIL,2025
A.J. Green,SG,1659,-1.7,-0.4,-0.1,greenaj01,MIL,2025
Bobby Portis,PF,1244,0.6,-0.4,0.7,portibo01,MIL,2025
Kyle Kuzma,PF,1049,-2.9,-1.8,-0.7,kuzmaky01,MIL,2025
Andre Jackson Jr.,SG,980,-3.6,0.2,-0.3,jacksan01,MIL,2025
Ryan Rollins,PG,820,-1.4,0.9,0.3,rolliry01,MIL,2025
Pat Connaughton,SG,603,-1.4,-0.8,0.0,connapa01,MIL,2025
Kevin Porter Jr.,SG,598,0.9,1.2,0.6,porteke02,MIL,2025
Khris Middleton,SF,534,1.7,0.6,0.6,middlkh01,MIL,2025
Delon Wright,PG,405,-4.1,1.6,-0.1,wrighde01,MIL,2025
Jericho Sims,C,210,-2.8,0.9,0.0,simsje01,MIL,2025
Tyler Smith,PF,122,0.4,-1.2,0.0,smithty02,MIL,2025
MarJon Beauchamp,SF,122,-4.7,-1.8,-0.1,beaucma01,MIL,2025
Chris Livingston,SF,106,-5.0,-1.1,-0.1,livinch01,MIL,2025
Stanley Umude,SG,86,-7.5,-0.7,-0.1,umudest01,MIL,2025
Pete Nance,PF,70,-1.8,-1.6,0.0,nancepe01,MIL,2025
Jamaree Bouyea,PG,62,-4.6,-0.9,0.0,bouyeja01,MIL,2025
Liam Robbins,C,57,-9.2,-1.3,-0.1,robbili01,MIL,2025
AJ Johnson,SG,44,-3.1,-1.8,0.0,johnsaj01,MIL,2025
