Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Chris Paul,PG,2292,0.3,0.5,1.6,paulch01,SAS,2025
Harrison Barnes,PF,2230,1.7,-1.7,1.2,barneha02,SAS,2025
Stephon Castle,SG,2162,-1.5,-1.7,-0.6,castlst01,SAS,2025
Devin Vassell,SG,1983,-0.3,-0.8,0.4,vassede01,SAS,2025
Julian Champagnie,SF,1932,-0.3,-0.9,0.4,champju02,SAS,2025
Keldon Johnson,SF,1838,0.0,-1.6,0.2,johnske04,SAS,2025
Victor Wembanyama,C,1527,3.6,2.9,3.3,wembavi01,SAS,2025
Jeremy Sochan,PF,1364,-0.8,-0.4,0.3,sochaje01,SAS,2025
Blake Wesley,SG,683,-3.9,-0.3,-0.4,weslebl01,SAS,2025
Sandro Mamukelashvili,PF,681,3.3,-1.0,0.7,mamuksa01,SAS,2025
De'Aaron Fox,PG,578,-0.6,-1.4,0.0,foxde01,SAS,2025
Bismack Biyombo,C,528,-3.6,0.0,-0.2,biyombi01,SAS,2025
Tre Jones,PG,450,-1.2,1.1,0.2,jonestr01,SAS,2025
Malaki Branham,SG,427,-1.2,-1.9,-0.1,branhma01,SAS,2025
Zach Collins,C,425,-1.6,1.5,0.2,colliza01,SAS,2025
Charles Bassey,C,376,-1.7,0.6,0.1,bassech01,SAS,2025
Jordan McLaughlin,PG,124,1.8,-0.5,0.1,mclaujo01,SAS,2025
Sidy Cissoko,SF,54,-1.6,-1.0,0.0,cissosi01,SAS,2025
Harrison Ingram,SF,35,-3.6,2.4,0.0,ingraha01,SAS,2025
David Duke Jr.,SG,34,-0.1,-1.4,0.0,dukeda01,SAS,2025
Riley Minix,SF,7,-8.5,-3.3,0.0,minixri01,SAS,2025
