Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Darius Garland,PG,2301,3.9,-0.8,3.0,garlada01,CLE,2025
Jarrett Allen,C,2296,3.0,1.2,3.6,allenja01,CLE,2025
Donovan Mitchell,SG,2232,3.8,-0.2,3.2,mitchdo01,CLE,2025
Evan Mobley,PF,2167,3.1,1.5,3.6,mobleev01,CLE,2025
Sam Merrill,SG,1401,-0.4,0.7,0.8,merrisa01,CLE,2025
Ty Jerome,SG,1392,3.5,0.8,2.2,jeromty01,CLE,2025
Max Strus,SF,1273,1.1,0.2,1.1,strusma01,CLE,2025
Dean Wade,PF,1252,-1.0,1.2,0.7,wadede01,CLE,2025
Georges Niang,PF,1053,-1.3,-0.5,0.1,niangge01,CLE,2025
Isaac Okoro,SG,1053,-1.1,0.6,0.4,okorois01,CLE,2025
Caris LeVert,SF,904,0.5,0.7,0.7,leverca01,CLE,2025
De'Andre Hunter,SF,676,1.6,0.0,0.6,huntede01,CLE,2025
Craig Porter Jr.,PG,513,0.1,1.0,0.4,portecr01,CLE,2025
Jaylon Tyson,SG,453,-2.4,-0.2,-0.1,tysonja01,CLE,2025
Tristan Thompson,C,328,-4.9,0.3,-0.2,thomptr01,CLE,2025
Javonte Green,SG,166,-4.4,1.3,0.0,greenja02,CLE,2025
Luke Travers,SG,88,-7.8,-1.9,-0.2,travelu01,CLE,2025
Emoni Bates,SF,75,-0.5,-1.0,0.0,batesem01,CLE,2025
Nae'Qwan Tomlin,PF,63,-3.0,-2.4,-0.1,tomlina01,CLE,2025
JT Thor,PF,42,-1.2,1.3,0.0,thorjt01,CLE,2025
Chuma Okeke,PF,25,-3.6,-0.5,0.0,okekech01,CLE,2025
