Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Anthony Edwards,SG,2871,4.4,0.0,4.6,edwaran01,MIN,2025
Jaden McDaniels,PF,2614,-1.4,1.4,1.4,mcdanja02,MIN,2025
Rudy Gobert,C,2388,0.6,1.3,2.4,goberru01,MIN,2025
Julius Randle,PF,2226,1.5,-0.2,1.8,randlju01,MIN,2025
Naz Reid,C,2200,0.8,0.8,2.0,reidna01,MIN,2025
Nickeil Alexander-Walker,SG,2073,-0.8,0.4,0.8,alexani01,MIN,2025
Mike Conley,PG,1756,-0.1,1.3,1.4,conlemi01,MIN,2025
Donte DiVincenzo,SG,1606,0.8,1.1,1.6,divindo01,MIN,2025
Jaylen Clark,SG,522,-2.9,2.7,0.2,clarkja02,MIN,2025
Rob Dillingham,PG,516,-3.3,-0.9,-0.3,dilliro01,MIN,2025
Terrence Shannon Jr.,SG,339,-2.1,0.0,0.0,shannte01,MIN,2025
Josh Minott,SF,276,-0.7,2.9,0.3,minotjo01,MIN,2025
Luka Garza,C,219,-0.4,-1.9,0.0,garzalu01,MIN,2025
Joe Ingles,SF,114,-6.9,-0.1,-0.1,inglejo01,MIN,2025
PJ Dozier,SG,35,-2.0,2.7,0.0,doziepj01,MIN,2025
Leonard Miller,SF,32,-3.4,-0.3,0.0,millele01,MIN,2025
Bones Hyland,PG,17,-3.3,0.1,0.0,hylanbo01,MIN,2025
Daishen Nix,PG,13,-14.9,-1.2,0.0,nixda01,MIN,2025
Tristen Newton,SG,8,-11.4,2.7,0.0,newtotr01,MIN,2025
Jesse Edwards,C,5,-8.8,4.7,0.0,edwarje01,MIN,2025
