Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Scottie Barnes,PF,2134,1.5,0.9,2.3,barnesc01,TOR,2025
RJ Barrett,SF,1869,1.2,-0.7,1.2,barrerj01,TOR,2025
Ochai Agbaji,SG,1739,-0.9,0.2,0.5,agbajoc01,TOR,2025
Jakob Poeltl,C,1686,0.7,1.3,1.7,poeltja01,TOR,2025
Gradey Dick,SG,1587,-1.9,-1.3,-0.5,dickgr01,TOR,2025
Jamal Shead,PG,1467,-3.2,-0.9,-0.8,sheadja01,TOR,2025
Jonathan Mogbo,PF,1286,-2.9,1.0,0.0,mogbojo01,TOR,2025
Ja'Kobe Walter,SG,1103,-2.3,-0.6,-0.3,walteja01,TOR,2025
Davion Mitchell,PG,1080,-4.0,-0.3,-0.6,mitchda01,TOR,2025
Jamison Battle,SF,1042,-0.9,-1.3,-0.1,battlja01,TOR,2025
Immanuel Quickley,PG,918,3.2,-1.0,1.0,quickim01,TOR,2025
Chris Boucher,PF,862,2.9,-0.6,0.9,bouchch01,TOR,2025
Orlando Robinson,C,713,-2.9,-0.5,-0.3,robinor01,TOR,2025
A.J. Lawson,SG,486,-1.5,-1.0,-0.1,lawsoaj01,TOR,2025
Kelly Olynyk,C,383,-0.7,0.9,0.2,olynyke01,TOR,2025
Bruce Brown,PG,353,-2.7,0.2,0.0,brownbr01,TOR,2025
Colin Castleton,C,288,-5.0,-0.8,-0.3,castlco01,TOR,2025
Garrett Temple,SG,227,-5.7,2.1,-0.1,templga01,TOR,2025
Jared Rhoden,SG,215,-0.1,0.1,0.1,rhodeja01,TOR,2025
Cole Swider,SF,156,-4.1,-2.1,-0.2,swideco01,TOR,2025
Bruno Fernando,C,147,-3.0,2.3,0.1,fernabr01,TOR,2025
D.J. Carton,SG,33,-10.4,-0.7,-0.1,cartodj01,TOR,2025
Ulrich Chomche,PF,32,-6.1,-1.3,0.0,chomcul01,TOR,2025
