Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Jaren Jackson Jr.,C,2207,1.6,0.8,2.4,jacksja02,MEM,2025
Desmond Bane,SG,2205,2.6,0.6,2.9,banede01,MEM,2025
Jaylen Wells,SG,2043,-1.2,-1.0,-0.1,wellsja01,MEM,2025
Scotty Pippen Jr.,PG,1683,0.0,1.8,1.7,pippesc02,MEM,2025
Santi Aldama,PF,1660,2.5,0.7,2.2,aldamsa01,MEM,2025
Ja Morant,PG,1519,3.1,-0.7,1.7,moranja01,MEM,2025
Luke Kennard,SG,1472,0.9,0.2,1.2,kennalu01,MEM,2025
Zach Edey,C,1416,-0.2,0.1,0.7,edeyza01,MEM,2025
Brandon Clarke,PF,1207,0.0,0.8,0.9,clarkbr01,MEM,2025
Jake LaRavia,PF,982,-0.2,1.5,0.8,laravja01,MEM,2025
Jay Huff,C,748,2.5,1.0,1.1,huffja01,MEM,2025
John Konchar,SG,558,-0.7,2.3,0.5,konchjo01,MEM,2025
Vince Williams Jr.,SG,499,-2.5,-0.3,-0.1,willivi01,MEM,2025
GG Jackson II,PF,459,-3.3,-2.0,-0.4,jacksgg01,MEM,2025
Marcus Smart,PG,400,-1.7,0.5,0.1,smartma01,MEM,2025
Cam Spencer,SG,252,0.3,0.2,0.2,spencca01,MEM,2025
Lamar Stevens,PF,155,-3.6,-0.6,-0.1,stevela01,MEM,2025
Marvin Bagley III,PF,99,-0.5,-1.0,0.0,baglema01,MEM,2025
Yuki Kawamura,PG,93,-2.6,-0.2,0.0,kawamyu01,MEM,2025
Colin Castleton,C,46,-6.1,-1.0,-0.1,castlco01,MEM,2025
Zyon Pullin,SG,3,-15.0,-7.7,0.0,pullizy01,MEM,2025
