Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Trae Young,PG,2739,3.3,-2.7,1.7,youngtr01,ATL,2025
Dyson Daniels,SG,2571,-1.1,2.6,2.3,daniedy01,ATL,2025
Onyeka Okongwu,C,2064,1.2,0.2,1.7,okongon01,ATL,2025
Zaccharie Risacher,SF,1843,-1.7,-1.8,-0.7,risacza01,ATL,2025
Jalen Johnson,SF,1284,0.5,1.4,1.2,johnsja05,ATL,2025
Clint Capela,C,1176,-0.6,-0.4,0.3,capelca01,ATL,2025
Vit Krejci,PG,1153,0.0,0.7,0.8,krejcvi01,ATL,2025
De'Andre Hunter,SF,1064,0.9,-1.4,0.4,huntede01,ATL,2025
Garrison Mathews,SG,830,-1.1,-0.5,0.1,mathega01,ATL,2025
Caris LeVert,SG,692,1.1,-0.7,0.4,leverca01,ATL,2025
Terance Mann,SG,682,-0.1,-1.2,0.1,mannte01,ATL,2025
Georges Niang,PF,644,-0.8,-2.3,-0.2,niangge01,ATL,2025
Bogdan Bogdanović,SG,598,-4.1,-0.6,-0.4,bogdabo01,ATL,2025
Mouhamed Gueye,PF,533,-1.6,1.0,0.2,gueyemo02,ATL,2025
Keaton Wallace,PG,501,-3.3,1.0,0.0,wallake01,ATL,2025
Larry Nance Jr.,PF,463,1.1,0.7,0.4,nancela02,ATL,2025
Dominick Barlow,PF,375,-1.4,-0.8,0.0,barlodo01,ATL,2025
David Roddy,PF,346,-1.6,0.5,0.1,roddyda01,ATL,2025
Kobe Bufkin,SG,124,-3.4,-0.5,-0.1,bufkiko01,ATL,2025
Daeqwon Plowden,SG,72,1.5,-1.5,0.0,plowdda01,ATL,2025
Jacob Toppin,SF,27,6.6,-3.0,0.0,toppija01,ATL,2025
