Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Spencer Dinwiddie,PG,2136,-0.9,-0.7,0.2,dinwisp01,DAL,2025
Klay Thompson,SF,1965,0.7,-1.6,0.5,thompkl01,DAL,2025
Naji Marshall,SF,1919,-0.3,-0.5,0.6,marshna01,DAL,2025
P.J. Washington,PF,1835,-1.1,0.2,0.5,washipj01,DAL,2025
Kyrie Irving,SG,1804,3.9,-0.5,2.5,irvinky01,DAL,2025
Daniel Gafford,C,1226,2.7,1.1,1.8,gaffoda01,DAL,2025
Quentin Grimes,SG,1070,0.1,-0.4,0.5,grimequ01,DAL,2025
Max Christie,SG,973,-2.4,-1.0,-0.3,chrisma02,DAL,2025
Jaden Hardy,SG,907,-2.8,-1.9,-0.6,hardyja02,DAL,2025
Dereck Lively II,C,833,1.1,2.2,1.1,livelde01,DAL,2025
Luka Dončić,PG,785,5.5,1.4,1.8,doncilu01,DAL,2025
Maxi Kleber,PF,637,-4.2,0.4,-0.3,klebima01,DAL,2025
Kessler Edwards,SF,608,-2.0,0.6,0.1,edwarke02,DAL,2025
Olivier-Maxence Prosper,PF,584,-1.6,-0.5,0.0,prospol01,DAL,2025
Dwight Powell,C,551,-1.5,1.5,0.3,poweldw01,DAL,2025
Brandon Williams,PG,487,1.0,-0.1,0.4,willibr03,DAL,2025
Dante Exum,PG,372,-1.2,-1.1,0.0,exumda01,DAL,2025
Caleb Martin,SF,275,-5.0,-0.3,-0.2,martica02,DAL,2025
Anthony Davis,PF,266,1.2,1.3,0.3,davisan02,DAL,2025
Kai Jones,C,260,4.2,0.6,0.4,joneska01,DAL,2025
Moses Brown,C,73,1.9,1.6,0.1,brownmo01,DAL,2025
Kylor Kelley,C,67,-0.6,-1.7,0.0,kelleky01,DAL,2025
Jazian Gortman,PG,57,-5.5,-0.8,-0.1,gortmja01,DAL,2025
Markieff Morris,PF,41,-10.3,-2.8,-0.1,morrima02,DAL,2025
