Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Kentavious Caldwell-Pope,SG,2279,-3.0,1.6,0.3,caldwke01,ORL,2025
Franz Wagner,SF,2023,2.6,0.5,2.6,wagnefr01,ORL,2025
Anthony Black,PG,1887,-3.1,1.2,0.0,blackan01,ORL,2025
Wendell Carter Jr.,C,1758,-2.2,0.9,0.3,cartewe01,ORL,2025
Tristan Da Silva,SF,1629,-2.3,-0.3,-0.3,dasiltr01,ORL,2025
Paolo Banchero,PF,1582,3.4,0.2,2.2,banchpa01,ORL,2025
Goga Bitadze,C,1430,-0.3,2.8,1.6,bitadgo01,ORL,2025
Cole Anthony,PG,1234,-0.8,0.9,0.7,anthoco01,ORL,2025
Jonathan Isaac,PF,1090,-1.1,1.8,0.7,isaacjo01,ORL,2025
Jalen Suggs,PG,1002,-0.8,1.3,0.6,suggsja01,ORL,2025
Caleb Houstan,SF,788,-2.4,0.2,0.0,houstca01,ORL,2025
Gary Harris,SG,711,-3.9,1.2,-0.1,harriga01,ORL,2025
Jett Howard,SF,701,-4.1,-1.2,-0.6,howarje01,ORL,2025
Cory Joseph,PG,612,-2.3,1.4,0.2,josepco01,ORL,2025
Moritz Wagner,C,564,2.6,1.4,0.9,wagnemo01,ORL,2025
Trevelin Queen,SG,430,-2.6,2.3,0.2,queentr01,ORL,2025
Mac McClung,SG,10,-10.2,-0.8,0.0,mccluma01,ORL,2025
