Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Bub Carrington,PG,2458,-3.3,-1.3,-1.6,carrica01,WAS,2025
Jordan Poole,SG,2001,2.0,-1.6,1.2,poolejo01,WAS,2025
Bilal Coulibaly,SF,1948,-3.0,-0.7,-0.8,coulibi01,WAS,2025
Alex Sarr,C,1814,-2.2,-1.0,-0.6,sarral01,WAS,2025
Kyshawn George,SG,1802,-3.8,-0.3,-0.9,georgky01,WAS,2025
Corey Kispert,SF,1602,-1.4,-2.2,-0.7,kispeco01,WAS,2025
Justin Champagnie,SF,1340,-0.3,-0.2,0.5,champju01,WAS,2025
Jonas Valančiūnas,C,983,0.8,-0.5,0.6,valanjo01,WAS,2025
Kyle Kuzma,PF,887,-3.0,-2.3,-0.7,kuzmaky01,WAS,2025
AJ Johnson,SG,595,-5.8,-2.5,-0.9,johnsaj01,WAS,2025
Malcolm Brogdon,PG,564,-0.1,-1.5,0.1,brogdma01,WAS,2025
Richaun Holmes,PF,534,1.2,0.0,0.4,holmeri01,WAS,2025
Tristan Vukcevic,C,513,0.4,-0.9,0.2,vukcetr01,WAS,2025
Anthony Gill,PF,397,-3.0,-1.5,-0.3,gillan01,WAS,2025
Colby Jones,SG,385,-3.1,0.2,-0.1,jonesco02,WAS,2025
Jared Butler,PG,362,2.2,-1.2,0.3,butleja02,WAS,2025
Khris Middleton,SF,309,-1.9,-0.1,0.0,middlkh01,WAS,2025
Marcus Smart,PG,280,-1.5,-0.5,0.0,smartma01,WAS,2025
Johnny Davis,SG,242,-3.5,0.7,0.0,davisjo06,WAS,2025
Jaylen Martin,SF,234,-4.6,-1.9,-0.3,martija02,WAS,2025
JT Thor,PF,207,-4.9,-1.6,-0.2,thorjt01,WAS,2025
Marvin Bagley III,C,166,1.0,-2.0,0.0,baglema01,WAS,2025
Patrick Baldwin Jr.,SF,101,1.3,-1.6,0.0,baldwpa01,WAS,2025
Jalen McDaniels,SF,7,-0.5,6.0,0.0,mcdanja01,WAS,2025
