Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Devin Booker,SG,2795,2.8,-2.4,1.7,bookede01,PHO,2025
Kevin Durant,PF,2265,3.9,-0.7,3.0,duranke01,PHO,2025
Tyus Jones,PG,2174,1.4,-1.3,1.1,jonesty01,PHO,2025
Royce O'Neale,SF,1837,0.2,-0.1,1.0,onealro01,PHO,2025
Bradley Beal,SG,1702,-0.1,-1.0,0.4,bealbr01,PHO,2025
Grayson Allen,SG,1544,0.7,-1.0,0.7,allengr01,PHO,2025
Ryan Dunn,SF,1410,-2.9,-1.2,-0.7,dunnry01,PHO,2025
Mason Plumlee,C,1300,-1.5,1.0,0.5,plumlma01,PHO,2025
Oso Ighodaro,PF,1045,-2.9,0.3,-0.2,ighodos01,PHO,2025
Nick Richards,C,816,-1.9,-2.1,-0.4,richani01,PHO,2025
Jusuf Nurkić,C,592,-3.9,0.5,-0.2,nurkiju01,PHO,2025
Monte Morris,PG,571,-1.0,-0.8,0.0,morrimo01,PHO,2025
Collin Gillespie,PG,461,2.3,0.2,0.5,gilleco01,PHO,2025
Bol Bol,PF,448,1.7,-0.9,0.3,bolbo01,PHO,2025
Josh Okogie,SG,351,0.1,0.3,0.2,okogijo01,PHO,2025
Cody Martin,SF,206,-4.9,0.9,-0.1,martico01,PHO,2025
Damion Lee,SG,144,-2.9,-2.1,-0.1,leeda03,PHO,2025
TyTy Washington Jr.,PG,118,-5.6,-2.5,-0.2,washity02,PHO,2025
Jalen Bridges,SF,30,-7.8,-4.7,-0.1,bridgja01,PHO,2025
Vasilije Micić,PG,21,-10.7,-4.1,-0.1,micicva01,PHO,2025
