Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Yves Missi,C,1956,-1.6,-1.4,-0.5,missiyv01,NOP,2025
Trey Murphy III,SF,1854,2.1,-1.4,1.3,murphtr02,NOP,2025
CJ McCollum,PG,1832,1.2,-2.6,0.3,mccolcj01,NOP,2025
Jose Alvarado,PG,1366,-0.6,-0.8,0.2,alvarjo01,NOP,2025
Jordan Hawkins,SG,1321,-2.4,-3.0,-1.2,hawkijo01,NOP,2025
Jeremiah Robinson-Earl,PF,1239,-0.9,-1.6,-0.2,robinje02,NOP,2025
Javonte Green,SG,1092,-2.5,0.3,0.0,greenja02,NOP,2025
Dejounte Murray,PG,1012,-1.3,-0.3,0.1,murrade01,NOP,2025
Brandon Boston Jr.,SG,993,-2.3,-0.2,-0.1,bostobr01,NOP,2025
Zion Williamson,PF,857,5.9,1.0,1.9,willizi01,NOP,2025
Karlo Matković,PF,791,-1.9,-0.2,0.0,matkoka01,NOP,2025
Antonio Reeves,SG,660,-1.2,-2.0,-0.2,reevean01,NOP,2025
Herbert Jones,SF,648,-3.9,0.2,-0.3,joneshe01,NOP,2025
Daniel Theis,C,621,-3.3,0.0,-0.2,theisda01,NOP,2025
Brandon Ingram,SF,595,1.4,-1.7,0.3,ingrabr01,NOP,2025
Bruce Brown,PG,569,-3.4,-1.2,-0.4,brownbr01,NOP,2025
Kelly Olynyk,C,508,-1.4,0.0,0.1,olynyke01,NOP,2025
Jamal Cain,SF,502,-2.5,-0.8,-0.2,cainja01,NOP,2025
Elfrid Payton,PG,388,-3.6,-1.9,-0.3,paytoel01,NOP,2025
Keion Brooks Jr.,SF,332,-2.2,-1.3,-0.1,brookke02,NOP,2025
Jaylen Nowell,SG,168,-3.2,-2.5,-0.2,nowelja01,NOP,2025
Trey Jemison,C,166,-5.8,-0.4,-0.2,jemistr01,NOP,2025
Lester Quiñones,SG,166,-3.1,-2.5,-0.2,quinole01,NOP,2025
Mo Bamba,C,61,-3.4,-1.1,0.0,bambamo01,NOP,2025
Kylor Kelley,C,59,-6.8,-2.0,-0.1,kelleky01,NOP,2025
