Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Stephen Curry,PG,2252,6.4,0.0,4.8,curryst01,GSW,2025
Draymond Green,PF,1983,-2.3,2.8,1.3,greendr01,GSW,2025
Buddy Hield,SG,1863,-0.7,-0.3,0.5,hieldbu01,GSW,2025
Brandin Podziemski,SG,1716,-0.1,0.8,1.2,podzibr01,GSW,2025
Moses Moody,SG,1649,-0.9,0.0,0.5,moodymo01,GSW,2025
Andrew Wiggins,SF,1296,1.4,-0.4,1.0,wiggian01,GSW,2025
Jonathan Kuminga,PF,1144,-0.5,-0.1,0.4,kuminjo01,GSW,2025
Kevon Looney,C,1142,-1.0,1.3,0.7,looneke01,GSW,2025
Jimmy Butler,SF,980,3.8,1.2,1.7,butleji01,GSW,2025
Trayce Jackson-Davis,C,967,0.3,0.9,0.8,jackstr02,GSW,2025
Gary Payton II,SG,927,-0.5,2.0,0.8,paytoga02,GSW,2025
Gui Santos,PF,762,-2.2,0.5,0.1,santogu01,GSW,2025
Quinten Post,PF,686,0.1,0.0,0.4,postqu01,GSW,2025
Lindy Waters III,SG,655,-3.5,0.4,-0.2,waterli01,GSW,2025
Dennis Schröder,SG,628,-4.6,-0.6,-0.5,schrode01,GSW,2025
Kyle Anderson,PF,541,-0.3,2.6,0.6,anderky01,GSW,2025
Pat Spencer,PG,250,-3.0,1.4,0.0,spencpa01,GSW,2025
De'Anthony Melton,SG,121,-1.6,0.8,0.0,meltode01,GSW,2025
Kevin Knox,SF,84,-0.7,-0.6,0.0,knoxke01,GSW,2025
Jackson Rowe,PF,52,-0.5,1.5,0.0,roweja01,GSW,2025
Yuri Collins,PG,16,-6.2,6.5,0.0,colliyu01,GSW,2025
Braxton Key,SF,11,-13.9,0.3,0.0,keybr01,GSW,2025
Reece Beekman,PG,4,9.8,16.1,0.0,beekmre01,GSW,2025
