Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Jalen Wilson,PF,2031,-2.6,-1.3,-1.0,wilsoja03,BRK,2025
Keon Johnson,SG,1925,-3.1,-0.1,-0.6,johnske07,BRK,2025
Nic Claxton,C,1882,-1.1,1.5,1.1,claxtni01,BRK,2025
Cameron Johnson,PF,1800,3.5,-0.4,2.3,johnsca02,BRK,2025
Ziaire Williams,SF,1541,-2.2,-0.1,-0.1,willizi02,BRK,2025
Tyrese Martin,SG,1315,-1.4,-1.2,-0.2,martity01,BRK,2025
Noah Clowney,PF,1042,-3.1,-1.0,-0.5,clownno01,BRK,2025
Trendon Watford,PF,913,-2.3,-0.8,-0.3,watfotr01,BRK,2025
Day'Ron Sharpe,C,907,0.0,0.9,0.7,sharpda01,BRK,2025
Ben Simmons,PG,825,-2.4,1.4,0.2,simmobe01,BRK,2025
Cam Thomas,SG,781,2.8,-2.6,0.5,thomaca02,BRK,2025
Dennis Schröder,PG,772,1.1,-1.1,0.4,schrode01,BRK,2025
D'Angelo Russell,PG,717,0.8,0.2,0.5,russeda01,BRK,2025
Tosan Evbuomwan,SF,665,-3.0,-0.3,-0.2,evbuoto01,BRK,2025
Dorian Finney-Smith,PF,579,-0.1,0.1,0.3,finnedo01,BRK,2025
Shake Milton,SG,492,-0.8,-0.2,0.1,miltosh01,BRK,2025
Reece Beekman,PG,465,-6.8,1.2,-0.4,beekmre01,BRK,2025
Maxwell Lewis,SF,298,-2.9,-1.0,-0.1,lewisma05,BRK,2025
Drew Timme,PF,254,-3.9,-2.8,-0.3,timmedr01,BRK,2025
Dariq Whitehead,SF,246,-1.5,-2.2,-0.1,whiteda01,BRK,2025
Killian Hayes,PG,162,-0.5,-0.1,0.1,hayeski01,BRK,2025
Tyson Etienne,PG,151,-5.7,-3.1,-0.3,etienty01,BRK,2025
Cui Yongxi,SG,10,-16.8,-8.2,-0.1,cuiyo01,BRK,2025
Jaylen Martin,SF,5,4.0,-0.6,0.0,martija02,BRK,2025
