Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
James Harden,PG,2789,3.5,0.8,4.4,hardeja01,LAC,2025
Ivica Zubac,C,2624,2.3,0.8,3.4,zubaciv01,LAC,2025
Norman Powell,SG,1958,1.7,-0.2,1.8,powelno01,LAC,2025
Derrick Jones Jr.,SF,1873,-1.0,0.7,0.8,jonesde02,LAC,2025
Kris Dunn,PG,1783,-2.8,3.4,1.2,dunnkr01,LAC,2025
Amir Coffey,SG,1748,-1.5,-0.2,0.1,coffeam01,LAC,2025
Nicolas Batum,PF,1367,-1.2,2.0,1.0,batumni01,LAC,2025
Kawhi Leonard,SF,1180,2.5,0.6,1.5,leonaka01,LAC,2025
Kevin Porter Jr.,SG,884,-3.2,0.7,-0.1,porteke02,LAC,2025
Bogdan Bogdanović,SG,750,0.1,0.1,0.4,bogdabo01,LAC,2025
Terance Mann,SG,732,-2.5,1.2,0.1,mannte01,LAC,2025
Jordan Miller,SF,420,-3.0,0.2,-0.1,millejo02,LAC,2025
Mo Bamba,C,352,-2.6,2.4,0.2,bambamo01,LAC,2025
Ben Simmons,PG,295,-1.9,2.7,0.2,simmobe01,LAC,2025
Kobe Brown,PF,272,-2.5,0.4,0.0,brownko01,LAC,2025
Bones Hyland,PG,222,1.2,1.9,0.3,hylanbo01,LAC,2025
Kai Jones,C,208,-2.0,2.6,0.1,joneska01,LAC,2025
Drew Eubanks,C,178,-2.4,-0.3,0.0,eubandr01,LAC,2025
Patty Mills,PG,61,2.2,-0.1,0.1,millspa02,LAC,2025
Cam Christie,SG,59,-5.5,3.0,0.0,chrisca02,LAC,2025
Trentyn Flowers,SF,27,-7.1,-1.3,0.0,flowetr01,LAC,2025
MarJon Beauchamp,SF,17,5.9,-2.0,0.0,beaucma01,LAC,2025
Patrick Baldwin Jr.,SF,6,19.9,10.8,0.1,baldwpa01,LAC,2025
