Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Coby White,SG,2450,0.5,-1.4,0.7,whiteco01,CHI,2025
Nikola Vučević,C,2278,2.5,0.1,2.7,vucevni01,CHI,2025
Josh Giddey,PG,2117,1.9,1.1,2.7,giddejo01,CHI,2025
Patrick Williams,PF,1576,-3.0,-0.7,-0.7,willipa01,CHI,2025
Matas Buzelis,SF,1511,-2.0,-0.5,-0.2,buzelma01,CHI,2025
Zach LaVine,SF,1432,2.7,-1.0,1.3,lavinza01,CHI,2025
Ayo Dosunmu,SG,1394,-1.4,-0.2,0.1,dosunay01,CHI,2025
Julian Phillips,SF,1123,-2.6,-0.4,-0.3,phillju01,CHI,2025
Dalen Terry,SG,987,-4.0,0.2,-0.5,terryda01,CHI,2025
Jalen Smith,C,962,1.5,-0.6,0.7,smithja04,CHI,2025
Kevin Huerter,SG,780,-1.2,-0.3,0.1,huertke01,CHI,2025
Lonzo Ball,PG,777,-1.5,1.7,0.4,balllo01,CHI,2025
Talen Horton-Tucker,SG,724,-1.4,-1.1,-0.1,hortota01,CHI,2025
Zach Collins,PF,552,-0.1,0.2,0.3,colliza01,CHI,2025
Tre Jones,PG,455,2.1,1.0,0.6,jonestr01,CHI,2025
Jevon Carter,PG,321,-1.0,-1.1,0.0,carteje01,CHI,2025
Torrey Craig,SF,113,3.4,-1.1,0.1,craigto01,CHI,2025
Chris Duarte,SG,74,2.2,-1.0,0.1,duartch01,CHI,2025
E.J. Liddell,PF,53,-2.7,-1.4,0.0,liddeej01,CHI,2025
Jahmir Young,PG,30,1.2,-0.8,0.0,youngja05,CHI,2025
Emanuel Miller,PF,25,-0.9,-0.9,0.0,milleem01,CHI,2025
Adama Sanogo,C,21,0.7,-3.4,0.0,sanogad01,CHI,2025
