Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Cade Cunningham,PG,2452,3.8,0.1,3.7,cunnica01,DET,2025
Tobias Harris,PF,2305,-0.5,0.6,1.2,harrito02,DET,2025
Malik Beasley,SG,2283,2.0,-1.2,1.6,beaslma01,DET,2025
Tim Hardaway Jr.,SG,2153,-1.1,-0.9,0.0,hardati02,DET,2025
Jalen Duren,C,2034,1.6,1.5,2.7,durenja01,DET,2025
Isaiah Stewart,C,1434,-1.6,2.1,0.9,stewais01,DET,2025
Ausar Thompson,SF,1328,-0.8,2.5,1.2,thompau01,DET,2025
Ron Holland,SF,1266,-3.3,0.3,-0.3,hollaro01,DET,2025
Simone Fontecchio,SF,1237,-2.2,-0.7,-0.3,fontesi01,DET,2025
Jaden Ivey,SG,898,0.8,-0.8,0.5,iveyja01,DET,2025
Marcus Sasser,PG,811,-0.4,-0.2,0.3,sassema01,DET,2025
Dennis Schröder,PG,705,-0.9,-1.2,0.0,schrode01,DET,2025
Paul Reed,C,438,-1.2,4.0,0.5,reedpa01,DET,2025
Wendell Moore Jr.,SG,219,-1.7,1.7,0.1,moorewe01,DET,2025
Lindy Waters III,SG,123,-0.5,-0.7,0.0,waterli01,DET,2025
Bobi Klintman,SF,42,-1.0,1.9,0.0,klintbo01,DET,2025
Daniss Jenkins,PG,23,-10.2,-5.7,-0.1,jenkida01,DET,2025
Tolu Smith,PF,22,-2.4,-6.5,0.0,smithto05,DET,2025
Ron Harper Jr.,SF,17,-5.5,-9.2,0.0,harpero02,DET,2025
Cole Swider,SF,13,-14.6,-5.8,-0.1,swideco01,DET,2025
Alondes Williams,SG,4,37.9,6.2,0.0,willial06,DET,2025
