Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Tyler Herro,SG,2725,3.8,-0.7,3.5,herroty01,MIA,2025
Bam Adebayo,C,2674,1.0,1.0,2.7,adebaba01,MIA,2025
Haywood Highsmith,SF,1818,-2.7,0.9,0.1,highsha01,MIA,2025
Duncan Robinson,SF,1785,-0.7,-1.1,0.1,robindu01,MIA,2025
Terry Rozier,PG,1658,-2.6,-1.0,-0.7,roziete01,MIA,2025
Kel'el Ware,C,1422,-0.7,0.6,0.7,wareke01,MIA,2025
Jaime Jaquez Jr.,SF,1368,-1.4,0.5,0.4,jaqueja01,MIA,2025
Nikola Jović,PF,1156,-0.3,0.6,0.7,jovicni01,MIA,2025
Davion Mitchell,PG,947,-1.5,0.8,0.3,mitchda01,MIA,2025
Alec Burks,SG,863,0.0,0.3,0.5,burksal01,MIA,2025
Pelle Larsson,SG,782,-3.8,0.7,-0.2,larsspe01,MIA,2025
Jimmy Butler,PF,766,4.2,0.6,1.3,butleji01,MIA,2025
Andrew Wiggins,SF,546,0.8,-0.1,0.4,wiggian01,MIA,2025
Kyle Anderson,SF,461,-1.0,1.7,0.3,anderky01,MIA,2025
Dru Smith,SG,268,-1.3,3.4,0.3,smithdr01,MIA,2025
Kevin Love,PF,251,-0.3,0.7,0.2,loveke01,MIA,2025
Josh Richardson,SG,150,-7.3,0.6,-0.2,richajo01,MIA,2025
Thomas Bryant,C,115,-1.1,1.1,0.1,bryanth01,MIA,2025
Keshad Johnson,SF,98,-1.0,0.9,0.0,johnske10,MIA,2025
Josh Christopher,SG,69,-7.5,-0.4,-0.1,chrisjo01,MIA,2025
Isaiah Stevens,PG,6,-19.5,7.7,0.0,steveis01,MIA,2025
