Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Austin Reaves,SG,2550,2.4,-0.5,2.6,reaveau01,LAL,2025
LeBron James,SF,2444,4.9,0.7,4.7,jamesle01,LAL,2025
Rui Hachimura,PF,1869,-0.1,-0.6,0.6,hachiru01,LAL,2025
Gabe Vincent,PG,1527,-3.8,-0.1,-0.8,vincega01,LAL,2025
Dalton Knecht,SF,1494,-0.1,-1.7,0.1,knechda01,LAL,2025
Anthony Davis,C,1440,4.5,1.5,2.9,davisan02,LAL,2025
Dorian Finney-Smith,PF,1239,-1.6,0.1,0.2,finnedo01,LAL,2025
Max Christie,SG,1154,-1.8,0.0,0.0,chrisma02,LAL,2025
Jaxson Hayes,C,1093,-1.6,1.3,0.5,hayesja02,LAL,2025
Luka Dončić,PG,984,5.5,1.1,2.1,doncilu01,LAL,2025
D'Angelo Russell,PG,763,-0.7,-1.0,0.1,russeda01,LAL,2025
Cam Reddish,SF,589,-4.4,1.6,-0.1,reddica01,LAL,2025
Jarred Vanderbilt,PF,581,-2.3,1.3,0.2,vandeja01,LAL,2025
Jordan Goodwin,PG,543,-1.7,0.8,0.2,goodwjo01,LAL,2025
Shake Milton,SG,345,-3.1,-0.9,-0.2,miltosh01,LAL,2025
Christian Koloko,C,342,-3.0,0.2,-0.1,kolokch01,LAL,2025
Trey Jemison,C,226,-6.7,-0.6,-0.3,jemistr01,LAL,2025
Bronny James,SG,181,-5.9,-1.3,-0.2,jamesbr02,LAL,2025
Markieff Morris,PF,124,-3.5,-2.3,-0.1,morrima02,LAL,2025
Alex Len,C,122,-7.6,-1.3,-0.2,lenal01,LAL,2025
Armel Traoré,SF,67,-9.5,-0.4,-0.1,armeltr01,LAL,2025
Maxwell Lewis,SF,29,-6.6,-2.9,-0.1,lewisma05,LAL,2025
Jalen Hood-Schifino,SG,14,-3.9,1.5,0.0,hoodsja01,LAL,2025
Quincy Olivari,PG,10,-10.1,-8.5,0.0,olivaqu01,LAL,2025
