Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Shai Gilgeous-Alexander,PG,2598,8.9,2.6,8.9,gilgesh01,OKC,2025
Jalen Williams,SG,2237,2.7,1.4,3.4,willija06,OKC,2025
Luguentz Dort,SF,2073,-0.6,0.8,1.2,dortlu01,OKC,2025
Cason Wallace,SG,1876,-1.5,2.6,1.5,wallaca01,OKC,2025
Aaron Wiggins,SG,1744,1.3,-0.2,1.4,wiggiaa01,OKC,2025
Isaiah Joe,SG,1604,1.4,-0.1,1.4,joeis01,OKC,2025
Isaiah Hartenstein,C,1590,0.6,2.6,2.1,harteis01,OKC,2025
Kenrich Williams,PF,1132,-0.4,0.9,0.7,willike04,OKC,2025
Alex Caruso,SG,1041,0.1,3.9,1.6,carusal01,OKC,2025
Chet Holmgren,C,877,0.5,1.9,1.0,holmgch01,OKC,2025
Jaylin Williams,PF,784,1.5,2.7,1.2,willija07,OKC,2025
Ajay Mitchell,SG,597,-2.5,0.9,0.1,mitchaj01,OKC,2025
Dillon Jones,SF,551,-4.3,0.3,-0.3,jonesdi01,OKC,2025
Ousmane Dieng,C,405,-2.0,1.1,0.1,diengou01,OKC,2025
Branden Carlson,C,246,0.5,0.8,0.2,carlsbr01,OKC,2025
Adam Flagler,SG,203,-8.1,-2.3,-0.4,flaglad01,OKC,2025
Alex Ducas,SG,125,-2.1,0.1,0.0,ducasal01,OKC,2025
Malevy Leons,SF,21,-10.4,-1.9,-0.1,leonsma01,OKC,2025
Alex Reese,PF,2,23.2,-3.6,0.0,reeseal01,OKC,2025
