Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Tyler Herro,22,SG,66,10,2151,16.2,.561,.391,.195,1.7,15.4,8.7,20.9,1.0,0.4,12.5,28.8,1.3,2.4,3.8,.084,1.6,-0.9,0.7,1.5,6MOY-1,herroty01
2,Kyle Lowry,35,PG,63,63,2133,15.0,.600,.609,.278,1.8,13.0,7.5,32.3,1.6,0.8,19.3,18.2,3.7,2.7,6.4,.143,1.1,0.8,2.0,2.1,,lowryky01
3,Duncan Robinson,27,SG,79,68,2043,10.6,.573,.860,.084,1.4,9.8,5.6,9.3,1.0,0.7,7.4,17.7,1.9,2.0,3.9,.092,-0.3,-0.3,-0.6,0.7,,robindu01
4,P.J. Tucker,36,PF,71,70,1981,11.3,.593,.451,.143,5.8,16.2,11.1,10.6,1.5,0.8,12.7,11.7,2.4,2.6,5.0,.121,-0.8,1.4,0.6,1.3,,tuckepj01
5,Jimmy Butler,32,SF,57,57,1931,23.6,.592,.140,.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,6.2,2.9,9.2,.228,4.5,1.9,6.3,4.0,AS,butleji01
6,Bam Adebayo,24,C,56,56,1825,21.8,.608,.008,.466,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25.0,3.6,3.5,7.2,.188,1.7,2.1,3.8,2.7,DPOY-4DEF2,adebaba01
7,Gabe Vincent,25,PG,68,27,1589,10.6,.551,.630,.105,1.6,7.3,4.5,19.4,2.0,0.8,15.4,17.8,0.7,1.9,2.5,.076,-1.9,0.5,-1.4,0.2,,vincega01
8,Max Strus,25,SF,68,16,1587,12.7,.614,.784,.094,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,2.0,1.7,3.6,.110,1.4,-0.4,0.9,1.2,,strusma01
9,Caleb Martin,26,SF,60,12,1372,14.8,.611,.378,.227,5.9,13.0,9.5,7.0,2.1,2.3,10.3,16.3,1.9,2.1,4.0,.139,0.1,0.9,1.1,1.1,,martica02
10,Dewayne Dedmon,32,C,67,15,1065,15.9,.632,.162,.345,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,1.5,2.0,3.5,.157,-2.2,1.1,-1.0,0.3,,dedmode01
11,Omer Yurtseven,23,C,56,12,706,17.4,.546,.045,.247,13.9,33.0,23.6,11.0,1.2,3.0,13.0,19.9,0.8,1.4,2.1,.145,-1.4,0.4,-1.0,0.2,,yurtsom01
12,Markieff Morris,32,PF,17,1,298,10.9,.547,.342,.079,6.6,10.5,8.6,12.1,1.0,0.4,14.5,20.6,0.0,0.3,0.3,.054,-1.5,-0.4,-1.9,0.0,,morrima02
13,KZ Okpala,22,PF,21,0,244,10.4,.521,.377,.159,5.2,13.7,9.5,8.3,0.8,3.0,6.3,14.4,0.2,0.3,0.5,.097,-3.2,0.4,-2.8,-0.1,,okpalkz01
14,Kyle Guy,24,SG,19,0,186,9.5,.526,.615,.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,-0.1,0.2,0.1,.035,-3.1,-0.3,-3.4,-0.1,,guyky01
15,Victor Oladipo,29,SG,8,1,173,16.8,.608,.493,.260,2.0,12.9,7.5,26.3,1.4,0.6,16.4,25.1,0.2,0.2,0.4,.124,1.8,-0.5,1.3,0.1,,oladivi01
16,Haywood Highsmith,25,SF,19,1,163,7.0,.446,.609,.109,7.1,10.9,9.0,5.1,0.6,1.9,5.9,14.0,0.0,0.2,0.1,.041,-3.3,-1.3,-4.6,-0.1,,highsha01
17,Marcus Garrett,23,SG,12,0,128,4.7,.280,.190,.238,8.1,12.2,10.2,7.0,2.0,2.5,7.9,8.8,-0.1,0.2,0.1,.032,-6.4,1.0,-5.4,-0.1,,garrema01
18,Chris Silva,25,PF,9,0,88,11.9,.641,.000,.800,17.0,27.9,22.6,10.9,0.0,1.2,28.3,14.3,0.1,0.1,0.3,.140,-5.0,0.1,-4.9,-0.1,,silvach01
19,Udonis Haslem,41,C,13,0,83,8.6,.495,.129,.097,5.6,28.2,17.1,7.4,0.6,1.3,13.4,20.0,-0.1,0.1,0.1,.033,-6.4,-0.7,-7.1,-0.1,,hasleud01
20,Mychal Mulder,27,PG,2,1,44,10.7,.643,.800,.200,0.0,7.6,3.9,6.3,0.0,2.4,0.0,11.0,0.1,0.0,0.1,.132,-1.3,-2.6,-3.9,0.0,,muldemy01
21,Javonte Smart,22,PG,4,0,40,15.6,.588,.529,.000,2.9,11.2,7.1,8.1,2.5,2.6,10.5,21.1,0.0,0.1,0.1,.094,-0.2,-0.7,-0.9,0.0,,smartja01
22,Nik Stauskas,28,SG,2,0,24,13.1,.564,.500,.500,4.8,9.3,7.1,6.0,0.0,0.0,0.0,18.1,0.1,0.0,0.1,.142,0.0,-1.3,-1.3,0.0,,stausni01
