Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Anfernee Simons,22,SG,57,30,1681,15.3,.583,.555,.146,1.6,8.5,4.9,22.2,0.9,0.4,11.9,24.8,2.0,-0.1,1.9,.055,1.9,-2.7,-0.7,0.5,,simonan01
2,Jusuf Nurkić,27,C,56,56,1579,20.0,.586,.093,.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,2.0,1.7,3.6,.110,0.1,0.2,0.3,0.9,,nurkiju01
3,Robert Covington,31,PF,48,40,1431,10.0,.519,.685,.107,3.0,18.6,10.5,6.7,2.5,4.3,14.2,12.4,-0.3,1.4,1.1,.037,-2.8,1.6,-1.2,0.3,,covinro01
4,Norman Powell,28,SF,40,39,1333,15.3,.593,.423,.365,1.4,9.8,5.4,10.0,1.5,1.3,9.0,22.5,1.8,0.3,2.1,.076,0.6,-1.6,-1.0,0.3,,powelno01
5,Ben McLemore,28,SG,64,6,1285,11.7,.567,.774,.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.7,0.2,0.8,.031,-0.7,-2.5,-3.2,-0.4,,mclembe01
6,CJ McCollum,30,SG,36,36,1267,15.8,.532,.435,.102,2.8,10.7,6.6,22.5,1.4,1.6,9.2,26.1,0.7,0.3,1.0,.040,1.8,-1.7,0.1,0.7,,mccolcj01
7,CJ Elleby,21,SF,58,28,1174,9.2,.491,.409,.273,6.0,15.6,10.6,10.6,1.5,1.6,14.0,14.8,-0.1,0.5,0.4,.016,-3.8,-1.5,-5.3,-1.0,,ellebcj01
8,Nassir Little,21,SF,42,23,1088,13.5,.575,.489,.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,1.2,0.6,1.7,.076,-0.9,-0.6,-1.4,0.2,,littlna01
9,Damian Lillard,31,PG,29,29,1056,18.5,.550,.514,.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,1.7,0.1,1.7,.079,4.0,-2.7,1.3,0.9,,lillada01
10,Trendon Watford,21,SF,48,10,869,15.8,.590,.142,.352,7.0,18.6,12.6,14.6,1.4,3.2,12.5,17.6,1.4,0.5,1.9,.104,-1.4,-0.4,-1.7,0.1,,watfotr01
11,Larry Nance Jr.,29,C,37,11,858,14.4,.581,.313,.247,7.2,20.1,13.4,12.5,2.2,1.5,11.0,12.4,1.3,0.6,1.9,.104,-0.3,0.6,0.3,0.5,,nancela02
12,Drew Eubanks,24,C,22,22,650,19.9,.678,.071,.241,10.8,21.0,15.7,9.1,1.4,1.5,13.0,18.0,1.6,0.3,2.0,.144,0.8,-2.3,-1.5,0.1,,eubandr01
13,Greg Brown III,20,SF,48,6,640,11.0,.515,.321,.342,6.3,17.3,11.6,8.1,2.0,3.7,14.1,17.2,-0.1,0.5,0.4,.029,-4.0,-0.7,-4.7,-0.4,,browngr01
14,Brandon Williams,22,PG,24,16,640,11.0,.476,.376,.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,-0.7,0.2,-0.5,-0.037,-2.6,-3.1,-5.7,-0.6,,willibr03
15,Dennis Smith Jr.,24,PG,37,4,638,13.2,.474,.143,.339,3.3,12.2,7.6,30.5,3.4,1.9,19.0,18.2,-0.1,0.5,0.4,.031,-2.8,1.2,-1.7,0.1,,smithde03
16,Keon Johnson,19,SG,22,12,562,8.5,.457,.403,.136,3.4,8.5,5.9,17.0,1.8,1.8,14.3,21.1,-0.7,0.2,-0.5,-0.043,-3.5,-2.5,-6.0,-0.6,,johnske07
17,Tony Snell,30,SG,38,10,546,5.2,.503,.773,.031,2.1,12.7,7.2,5.0,0.7,1.3,10.1,8.7,0.0,0.1,0.1,.005,-4.1,-1.0,-5.0,-0.4,,snellto01
18,Josh Hart,26,SG,13,13,417,19.4,.622,.454,.311,2.3,16.7,9.2,23.1,1.9,0.5,13.7,25.0,0.8,0.2,1.0,.112,2.7,-1.0,1.8,0.4,,hartjo01
19,Cody Zeller,29,C,27,0,355,17.2,.627,.044,.544,14.9,24.1,19.3,9.4,1.1,1.7,14.6,15.9,0.9,0.2,1.1,.143,-1.2,-1.0,-2.1,0.0,,zelleco01
20,Keljin Blevins,26,SF,31,1,349,4.8,.410,.649,.099,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,-0.6,0.1,-0.5,-0.066,-5.6,-2.9,-8.5,-0.6,,blevike01
21,Kris Dunn,27,PG,14,3,336,12.5,.482,.108,.176,2.8,13.6,8.0,35.1,3.3,0.9,22.5,18.3,-0.1,0.3,0.2,.024,-4.6,-0.8,-5.4,-0.3,,dunnkr01
22,Elijah Hughes,23,SG,22,3,322,3.7,.375,.620,.056,1.3,13.1,7.0,7.1,1.5,2.1,8.3,16.2,-0.7,0.1,-0.5,-0.079,-6.6,-2.3,-8.8,-0.6,,hugheel01
23,Justise Winslow,25,PF,11,10,295,14.1,.465,.319,.216,7.2,18.9,12.8,16.9,2.3,2.3,8.6,20.4,0.0,0.2,0.2,.037,-1.3,-0.7,-2.0,0.0,,winslju01
24,Reggie Perry,21,PF,9,1,177,16.2,.532,.205,.192,9.0,20.0,14.3,11.7,2.5,3.3,11.5,23.4,0.0,0.2,0.2,.057,-2.8,-1.0,-3.8,-0.1,,perryre01
25,Didi Louzada,22,SG,7,1,122,6.8,.567,.667,.067,2.6,11.2,6.8,4.7,0.8,1.6,13.9,12.7,0.0,0.0,0.0,.008,-4.1,-3.1,-7.2,-0.2,,louzama01
26,Cameron McGriff,24,SF,3,0,46,12.5,.470,.429,.143,13.8,22.3,17.9,9.4,0.0,2.1,0.0,14.0,0.1,0.0,0.1,.097,-1.0,-3.0,-4.0,0.0,,mcgrica01
27,Jarron Cumberland,24,SG,3,0,12,8.4,.500,.500,.000,8.8,19.0,13.7,11.6,0.0,0.0,0.0,7.2,0.0,0.0,0.0,.079,-4.4,-2.2,-6.6,0.0,,cumbeja01
