Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Brook Lopez,34,C,78,78,2373,18.4,.630,.405,.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,4.1,3.9,8.0,.161,0.8,1.3,2.1,2.5,DPOY-2DEF1,lopezbr01
2,Jrue Holiday,32,PG,67,65,2183,19.2,.586,.402,.173,3.9,12.0,8.1,34.4,1.7,0.9,15.2,25.0,3.9,2.8,6.7,.148,3.0,0.1,3.1,2.8,DPOY-7ASDEF1,holidjr01
3,Giannis Antetokounmpo,28,PF,63,63,2024,29.0,.605,.134,.604,7.3,30.0,19.1,33.2,1.2,2.1,13.2,38.8,4.9,3.7,8.6,.204,5.8,2.7,8.5,5.4,MVP-3DPOY-6ASNBA1,antetgi01
4,Grayson Allen,27,SG,72,70,1972,12.3,.612,.657,.226,3.4,9.0,6.3,10.9,1.5,0.6,10.5,14.6,2.8,2.2,5.1,.123,-0.6,0.7,0.1,1.0,,allengr01
5,Bobby Portis,27,PF,70,22,1818,17.8,.575,.320,.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,2.5,2.8,5.3,.139,1.2,-0.6,0.7,1.2,6MOY-3,portibo01
6,Jevon Carter,27,PG,81,39,1810,10.9,.560,.596,.067,2.1,9.3,5.8,14.5,1.7,1.3,11.8,15.3,1.2,2.3,3.5,.092,-1.9,1.2,-0.6,0.6,,carteje01
7,Pat Connaughton,30,SF,61,33,1443,10.0,.531,.765,.097,3.8,16.2,10.2,6.9,1.2,0.6,7.0,13.8,0.7,1.8,2.5,.085,-1.3,0.3,-1.0,0.3,,connapa01
8,Joe Ingles,35,SF,46,0,1044,10.7,.616,.819,.085,1.4,11.1,6.4,18.4,1.5,0.5,17.6,12.6,1.1,1.2,2.3,.107,-1.6,0.8,-0.7,0.3,,inglejo01
9,Wesley Matthews,36,SF,52,0,820,7.0,.519,.775,.175,4.5,9.7,7.2,5.1,1.2,1.3,9.5,9.8,0.3,0.9,1.2,.073,-3.4,0.8,-2.7,-0.1,,matthwe02
10,Khris Middleton,31,SF,33,19,801,17.4,.551,.399,.251,3.8,14.0,9.1,30.7,1.4,0.5,13.6,27.4,1.0,1.0,1.9,.117,1.0,-0.3,0.8,0.6,,middlkh01
11,MarJon Beauchamp,22,SF,52,11,701,8.2,.513,.584,.152,5.9,11.0,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,.027,-4.1,-0.6,-4.8,-0.5,,beaucma01
12,George Hill,36,PG,35,0,668,9.8,.575,.561,.348,2.1,8.1,5.2,16.8,1.4,0.4,15.1,11.3,0.7,0.7,1.4,.100,-2.8,1.2,-1.7,0.0,,hillge01
13,Jordan Nwora,24,SF,38,3,597,10.0,.530,.518,.218,5.3,14.8,10.2,8.4,1.0,1.0,13.6,17.6,0.0,0.7,0.7,.057,-2.0,-0.4,-2.4,0.0,,nworajo01
14,A.J. Green,23,SG,35,1,345,11.5,.607,.840,.032,1.9,11.3,6.8,8.7,0.8,0.0,6.6,16.6,0.5,0.3,0.8,.111,-0.3,-0.6,-0.9,0.1,,greenaj01
15,Jae Crowder,32,PF,18,3,340,14.6,.624,.585,.128,5.4,15.3,10.6,10.6,1.7,1.4,6.6,13.2,0.7,0.5,1.2,.165,0.1,1.1,1.2,0.3,,crowdja01
16,Sandro Mamukelashvili,23,C,24,0,217,8.5,.432,.552,.310,9.0,17.6,13.4,9.3,0.9,1.9,12.0,14.5,-0.1,0.3,0.2,.049,-4.0,0.4,-3.6,-0.1,,mamuksa01
17,Thanasis Antetokounmpo,30,PF,37,0,206,6.7,.458,.174,.478,7.9,14.1,11.1,9.3,0.7,1.2,17.7,13.8,-0.1,0.2,0.1,.022,-6.5,-1.1,-7.6,-0.3,,antetth01
18,Serge Ibaka,33,C,16,0,185,9.8,.553,.333,.241,8.8,15.7,12.4,2.9,0.5,3.1,15.6,16.1,0.0,0.2,0.2,.058,-4.6,0.0,-4.5,-0.1,,ibakase01
19,Meyers Leonard,30,C,9,2,114,12.0,.652,.621,.310,11.4,19.4,15.5,1.2,0.8,0.0,15.4,14.4,0.2,0.1,0.3,.126,-2.8,-2.2,-5.0,-0.1,,leoname01
20,Lindell Wigginton,24,PG,7,1,87,11.8,.610,.486,.243,0.0,8.1,4.2,23.8,0.0,1.9,22.7,25.6,0.0,0.1,0.1,.028,-3.1,-3.6,-6.7,-0.1,,wiggili01
21,Goran Dragić,36,PG,7,0,83,11.4,.516,.472,.111,3.9,10.9,7.5,20.2,1.2,0.0,15.6,22.7,0.0,0.1,0.1,.037,-2.3,-2.9,-5.2,-0.1,,dragigo01
