Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Evan Mobley,21,PF,79,79,2715,17.9,.591,.108,.321,8.1,22.7,15.4,12.4,1.1,4.0,11.9,20.2,3.7,4.8,8.5,.151,0.0,1.6,1.7,2.5,DPOY-3DEF1,mobleev01
2,Darius Garland,23,PG,69,69,2447,18.8,.587,.365,.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,4.5,3.0,7.6,.148,3.2,-0.7,2.4,2.7,,garlada01
3,Donovan Mitchell,26,SG,68,68,2432,22.9,.614,.453,.262,3.1,10.9,7.0,21.4,2.0,1.0,10.3,32.1,5.4,3.5,8.9,.176,5.6,0.6,6.3,5.0,MVP-6CPOY-6ASNBA2,mitchdo01
4,Caris LeVert,28,SG,74,30,2237,12.4,.546,.437,.243,2.8,12.1,7.4,18.0,1.6,1.0,12.4,18.7,1.4,3.1,4.4,.095,-1.0,0.8,-0.2,1.0,,leverca01
5,Jarrett Allen,24,C,68,68,2220,19.9,.670,.016,.353,11.7,23.6,17.7,7.5,1.2,3.5,11.4,16.4,5.5,4.0,9.5,.205,1.3,1.0,2.4,2.4,,allenja01
6,Isaac Okoro,22,SF,76,46,1652,10.7,.614,.483,.291,3.7,9.6,6.7,7.0,1.7,1.7,9.5,11.9,1.9,2.3,4.2,.122,-1.9,1.6,-0.3,0.7,,okorois01
7,Cedi Osman,27,SF,77,2,1548,12.0,.579,.589,.204,1.9,11.5,6.7,10.6,1.1,0.7,8.3,18.2,1.4,1.9,3.3,.103,-0.8,0.2,-0.7,0.5,,osmande01
8,Lamar Stevens,25,SF,62,25,1120,9.5,.524,.330,.198,5.0,16.7,10.9,4.0,1.2,1.6,7.9,13.6,0.3,1.6,1.9,.080,-3.0,0.2,-2.8,-0.2,,stevela01
9,Dean Wade,26,PF,44,13,891,8.5,.550,.718,.130,2.6,17.2,9.9,5.4,1.6,2.2,8.3,10.2,0.4,1.4,1.8,.097,-2.9,2.1,-0.7,0.3,,wadede01
10,Kevin Love,34,PF,41,3,821,13.6,.555,.684,.221,6.0,34.2,20.1,12.8,0.4,0.8,13.1,19.6,0.5,1.4,1.9,.112,0.8,0.6,1.4,0.7,,loveke01
11,Ricky Rubio,32,PG,33,2,566,10.4,.442,.461,.197,1.9,12.7,7.3,27.1,2.3,1.0,13.8,17.7,-0.2,0.9,0.7,.062,-3.8,1.1,-2.8,-0.1,,rubiori01
12,Raul Neto,30,PG,48,1,505,12.6,.628,.382,.309,2.3,8.4,5.4,21.0,1.7,0.7,16.1,13.2,0.8,0.6,1.5,.142,-1.7,1.5,-0.2,0.2,,netora01
13,Robin Lopez,34,C,37,2,299,11.6,.675,.053,.240,9.1,11.0,10.0,9.1,0.3,2.5,23.2,16.1,0.2,0.3,0.6,.094,-3.4,0.3,-3.0,-0.1,,lopezro01
14,Mamadi Diakite,26,C,22,2,176,9.0,.560,.420,.040,5.4,14.7,10.0,6.3,1.1,4.7,19.1,16.0,-0.1,0.3,0.2,.051,-4.9,1.6,-3.4,-0.1,,diakima01
15,Danny Green,35,SG,8,0,95,15.8,.676,.763,.026,2.5,9.9,6.2,6.4,2.6,2.9,15.4,21.4,0.1,0.2,0.2,.114,0.5,0.7,1.2,0.1,,greenda02
16,Isaiah Mobley,23,PF,12,0,84,14.1,.521,.286,.143,5.6,22.4,14.0,5.0,2.4,3.3,3.3,16.4,0.1,0.2,0.2,.135,-2.5,1.1,-1.4,0.0,,mobleis01
17,Sam Merrill,26,SG,5,0,59,15.5,.546,.818,.091,0.0,18.0,9.0,12.0,3.4,0.0,0.0,17.3,0.1,0.1,0.2,.160,-1.2,2.5,1.2,0.0,,merrisa01
18,Dylan Windler,26,SF,3,0,10,19.0,.833,.667,.000,0.0,0.0,0.0,15.2,5.0,0.0,25.0,17.9,0.0,0.0,0.0,.149,3.2,3.5,6.7,0.0,,windldy01
