Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Zach LaVine,27,SG,77,77,2768,19.0,.607,.392,.308,1.7,12.2,7.1,18.7,1.2,0.6,11.0,28.3,4.2,2.9,7.1,.123,2.7,-0.7,1.9,2.7,,lavinza01
2,Nikola Vučević,32,C,82,82,2746,19.1,.594,.302,.138,6.7,30.2,18.6,14.6,1.1,2.0,10.2,21.9,3.9,4.4,8.3,.145,1.9,0.7,2.7,3.2,,vucevni01
3,DeMar DeRozan,33,SF,74,74,2682,20.6,.592,.109,.401,1.5,12.8,7.2,22.3,1.5,1.3,9.1,27.8,5.4,3.2,8.5,.153,1.7,0.3,2.0,2.6,CPOY-3AS,derozde01
4,Patrick Williams,21,PF,82,65,2323,11.2,.576,.409,.155,3.9,12.0,8.0,5.8,1.5,2.9,12.3,15.7,0.5,3.0,3.5,.072,-1.7,0.4,-1.3,0.4,,willipa01
5,Ayo Dosunmu,23,SG,80,51,2098,10.2,.567,.332,.144,2.5,9.3,5.9,13.2,1.4,1.2,14.0,14.9,0.7,2.2,2.9,.067,-3.0,0.6,-2.5,-0.2,,dosunay01
6,Coby White,22,SG,74,2,1730,12.5,.572,.579,.118,1.1,12.6,6.9,16.3,1.5,0.3,10.6,17.9,1.2,1.9,3.1,.087,-1.0,0.2,-0.8,0.5,,whiteco01
7,Alex Caruso,28,PG,67,36,1575,11.5,.588,.528,.255,3.1,10.9,7.1,15.4,3.0,2.8,19.5,11.1,1.0,2.6,3.6,.109,-2.2,3.3,1.1,1.2,DPOY-11DEF1,carusal01
8,Derrick Jones Jr.,25,PF,64,0,893,13.8,.597,.348,.365,7.7,11.6,9.7,5.1,1.6,4.0,8.6,14.5,1.2,1.2,2.4,.131,-1.2,0.8,-0.4,0.3,,jonesde02
9,Andre Drummond,29,C,67,0,849,20.8,.606,.011,.456,18.7,40.2,29.6,5.7,2.6,3.1,18.6,21.0,0.8,2.0,2.8,.159,-1.2,0.5,-0.8,0.3,,drumman01
10,Goran Dragić,36,PG,51,0,787,10.2,.514,.428,.137,1.9,7.9,5.0,24.7,0.7,0.5,15.0,21.0,-0.2,0.6,0.4,.023,-2.1,-1.6,-3.7,-0.3,,dragigo01
11,Patrick Beverley,34,PG,22,22,605,10.1,.506,.681,.126,3.8,16.0,10.0,15.7,1.9,2.6,12.5,10.5,0.3,0.9,1.2,.096,-2.4,2.2,-0.2,0.3,,beverpa01
12,Javonte Green,29,SF,32,1,480,14.5,.646,.324,.417,6.5,14.2,10.4,6.4,2.4,4.2,13.5,13.6,0.6,0.8,1.4,.142,-1.1,2.5,1.4,0.4,,greenja02
13,Dalen Terry,20,SG,38,0,214,14.1,.523,.375,.292,6.5,13.0,9.8,14.1,2.5,2.3,9.0,18.4,0.1,0.3,0.5,.105,-1.7,1.7,0.0,0.1,,terryda01
14,Carlik Jones,25,PG,7,0,56,11.1,.540,.400,.533,2.1,8.0,5.1,13.9,1.7,0.0,9.7,16.2,0.0,0.1,0.1,.078,-2.8,0.4,-2.5,0.0,,jonesca03
15,Terry Taylor,23,PF,5,0,36,25.0,.850,.100,.400,16.0,9.3,12.6,0.0,0.0,2.7,0.0,14.5,0.2,0.0,0.2,.262,4.6,-0.9,3.7,0.1,,taylote01
16,Tony Bradley,25,C,12,0,33,21.7,.690,.417,.333,3.5,33.8,18.9,4.4,1.5,2.9,6.8,19.8,0.1,0.1,0.2,.220,4.4,0.5,4.9,0.1,,bradlto01
17,Marko Simonovic,23,C,7,0,20,-0.1,.381,.571,.286,5.8,5.6,5.7,0.0,0.0,0.0,0.0,17.4,0.0,0.0,0.0,-0.052,-10.5,-3.8,-14.4,-0.1,,simonma01
18,Malcolm Hill,27,SF,5,0,9,15.4,.625,.750,.000,0.0,37.2,18.9,0.0,0.0,0.0,0.0,19.7,0.0,0.0,0.0,.125,1.6,0.8,2.4,0.0,,hillma01
