Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Kevin Huerter,SG,2126,-0.6,0.4,1.0,huertke01,ATL,2021
Trae Young,PG,2125,5.3,-1.7,3.0,youngtr01,ATL,2021
Clint Capela,C,1898,2.7,0.0,2.2,capelca01,ATL,2021
John Collins,PF,1848,2.5,-0.2,2.0,collijo01,ATL,2021
Solomon Hill,PF,1513,-3.0,0.5,-0.2,hillso01,ATL,2021
Bogdan Bogdanović,SG,1305,3.3,0.3,1.8,bogdabo01,ATL,2021
Danilo Gallinari,PF,1222,1.7,-0.6,1.0,gallida01,ATL,2021
Tony Snell,SG,992,-0.4,-0.1,0.4,snellto01,ATL,2021
Cam Reddish,SF,750,-3.3,0.1,-0.2,reddica01,ATL,2021
De'Andre Hunter,SF,678,0.6,0.6,0.5,huntede01,ATL,2021
Brandon Goodwin,PG,620,-2.5,-0.6,-0.2,goodwbr01,ATL,2021
Onyeka Okongwu,C,601,-2.2,0.8,0.1,okongon01,ATL,2021
Lou Williams,PG,505,-1.8,-2.5,-0.3,willilo02,ATL,2021
Rajon Rondo,PG,402,-2.8,0.3,0.0,rondora01,ATL,2021
Nathan Knight,PF,279,-2.6,-1.0,-0.1,knighna01,ATL,2021
Skylar Mays,SG,269,1.2,0.7,0.3,mayssk01,ATL,2021
Bruno Fernando,C,226,-6.1,-0.4,-0.3,fernabr01,ATL,2021
Kris Dunn,PG,45,-13.7,-0.1,-0.1,dunnkr01,ATL,2021
