Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Shai Gilgeous-Alexander,PG,2416,5.7,1.5,5.6,gilgesh01,OKC,2023
Josh Giddey,PF,2367,1.5,-0.3,1.9,giddejo01,OKC,2023
Jalen Williams,SG,2276,-0.4,0.7,1.3,willija06,OKC,2023
Luguentz Dort,SF,2272,-2.0,-1.0,-0.6,dortlu01,OKC,2023
Isaiah Joe,SG,1395,1.3,-0.4,1.0,joeis01,OKC,2023
Aaron Wiggins,SG,1297,-1.5,-0.5,0.0,wiggiaa01,OKC,2023
Kenrich Williams,PF,1206,0.1,0.4,0.8,willike04,OKC,2023
Tre Mann,PG,1183,-3.0,-1.0,-0.6,manntr01,OKC,2023
Jaylin Williams,C,914,-2.3,0.6,0.1,willija07,OKC,2023
Jeremiah Robinson-Earl,PF,814,-0.8,-0.7,0.1,robinje02,OKC,2023
Aleksej Pokusevski,PF,701,-1.0,1.0,0.3,pokusal01,OKC,2023
Mike Muscala,C,622,0.3,-0.1,0.3,muscami01,OKC,2023
Ousmane Dieng,PF,569,-3.1,-0.5,-0.2,diengou01,OKC,2023
Darius Bazley,C,555,-1.8,0.8,0.1,bazleda01,OKC,2023
Lindy Waters III,SG,531,0.5,-0.4,0.3,waterli01,OKC,2023
Dario Šarić,C,273,0.1,-0.2,0.1,saricda01,OKC,2023
Eugene Omoruyi,SF,272,-4.4,-0.5,-0.2,omorueu01,OKC,2023
Olivier Sarr,C,114,-4.2,-0.7,-0.1,sarrol01,OKC,2023
Jared Butler,PG,77,-2.2,-0.4,0.0,butleja02,OKC,2023
