Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Dennis Schröder,PG,1986,-2.4,-0.5,-0.4,schrode01,LAL,2023
LeBron James,PF,1954,5.5,0.6,4.0,jamesle01,LAL,2023
Anthony Davis,C,1904,4.6,1.7,4.0,davisan02,LAL,2023
Troy Brown Jr.,SF,1860,-1.8,0.8,0.5,browntr01,LAL,2023
Austin Reaves,SG,1843,0.6,0.1,1.2,reaveau01,LAL,2023
Russell Westbrook,PG,1491,-0.2,0.1,0.7,westbru01,LAL,2023
Lonnie Walker IV,SG,1297,-0.9,-0.5,0.2,walkelo01,LAL,2023
Patrick Beverley,SG,1211,-3.2,1.4,0.1,beverpa01,LAL,2023
Wenyen Gabriel,C,1024,-2.3,0.1,-0.1,gabriwe01,LAL,2023
Thomas Bryant,C,876,2.4,-0.1,0.9,bryanth01,LAL,2023
Rui Hachimura,PF,738,-1.4,-0.5,0.0,hachiru01,LAL,2023
Jarred Vanderbilt,PF,625,-1.7,1.9,0.4,vandeja01,LAL,2023
Malik Beasley,SG,621,-2.3,-0.6,-0.1,beaslma01,LAL,2023
Kendrick Nunn,SG,528,-3.4,-1.6,-0.4,nunnke01,LAL,2023
D'Angelo Russell,PG,526,3.1,-0.7,0.6,russeda01,LAL,2023
Max Christie,SG,512,-3.2,0.0,-0.1,chrisma02,LAL,2023
Juan Toscano-Anderson,SF,365,-4.6,1.2,-0.1,toscaju01,LAL,2023
Damian Jones,C,176,-2.6,0.7,0.0,jonesda03,LAL,2023
Matt Ryan,SF,129,-4.3,-1.4,-0.1,ryanma01,LAL,2023
Mo Bamba,C,88,-5.3,-0.2,-0.1,bambamo01,LAL,2023
Cole Swider,SF,41,-2.9,-0.5,0.0,swideco01,LAL,2023
Scotty Pippen Jr.,PG,32,-5.1,-0.8,0.0,pippesc02,LAL,2023
Davon Reed,SG,27,-0.1,4.4,0.0,reedda01,LAL,2023
Sterling Brown,SF,24,-7.7,4.3,0.0,brownst02,LAL,2023
