Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Kyle Kuzma,PF,2239,-0.2,-1.5,0.2,kuzmaky01,WAS,2023
Kristaps Porziņģis,C,2120,3.8,0.5,3.4,porzikr01,WAS,2023
Corey Kispert,SF,2093,-0.1,-1.4,0.2,kispeco01,WAS,2023
Deni Avdija,SF,2020,-2.8,0.5,-0.1,avdijde01,WAS,2023
Monte Morris,PG,1695,0.8,-0.4,1.1,morrimo01,WAS,2023
Bradley Beal,SG,1673,2.9,-1.2,1.6,bealbr01,WAS,2023
Daniel Gafford,C,1604,0.4,0.6,1.2,gaffoda01,WAS,2023
Delon Wright,PG,1221,0.4,3.1,1.7,wrighde01,WAS,2023
Jordan Goodwin,PG,1106,-0.7,1.4,0.8,goodwjo01,WAS,2023
Will Barton,SG,782,-1.7,-0.9,-0.1,bartowi01,WAS,2023
Rui Hachimura,PF,728,-1.2,-1.4,-0.1,hachiru01,WAS,2023
Anthony Gill,PF,624,-2.4,-0.9,-0.2,gillan01,WAS,2023
Taj Gibson,C,480,-3.6,0.5,-0.1,gibsota01,WAS,2023
Kendrick Nunn,SG,436,-0.4,-1.3,0.0,nunnke01,WAS,2023
Johnny Davis,SG,423,-5.8,-1.7,-0.6,davisjo06,WAS,2023
Quenton Jackson,PG,135,-3.7,-1.5,-0.1,jacksqu01,WAS,2023
Xavier Cooks,PF,126,-3.2,-0.4,-0.1,cooksxa01,WAS,2023
Jay Huff,C,95,2.8,1.2,0.1,huffja01,WAS,2023
Isaiah Todd,PF,61,-10.3,-3.9,-0.2,toddis01,WAS,2023
Devon Dotson,PG,53,-7.0,1.8,0.0,dotsode01,WAS,2023
Vernon Carey Jr.,C,28,-7.1,2.1,0.0,careyve01,WAS,2023
Jamaree Bouyea,PG,6,-16.1,-1.7,0.0,bouyeja01,WAS,2023
Jordan Schakel,SF,6,7.7,9.3,0.0,schakjo01,WAS,2023
