Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Ivica Zubac,C,2170,-1.1,0.2,0.6,zubaciv01,LAC,2023
Paul George,SF,1939,2.4,0.3,2.3,georgpa01,LAC,2023
Terance Mann,SG,1872,-0.3,0.1,0.8,mannte01,LAC,2023
Marcus Morris,PF,1825,-1.8,-0.2,0.0,morrima03,LAC,2023
Kawhi Leonard,SF,1748,5.1,0.9,3.5,leonaka01,LAC,2023
Nicolas Batum,PF,1709,-0.8,1.2,1.0,batumni01,LAC,2023
Norman Powell,SG,1567,0.9,-0.7,0.9,powelno01,LAC,2023
Reggie Jackson,PG,1338,-2.6,-1.0,-0.6,jacksre01,LAC,2023
Robert Covington,PF,779,-0.5,2.1,0.7,covinro01,LAC,2023
John Wall,PG,755,-0.8,-0.4,0.1,walljo01,LAC,2023
Luke Kennard,SG,725,-1.4,0.0,0.1,kennalu01,LAC,2023
Russell Westbrook,PG,635,1.6,-0.8,0.5,westbru01,LAC,2023
Amir Coffey,SF,625,-4.3,-0.7,-0.5,coffeam01,LAC,2023
Eric Gordon,SG,547,0.5,-0.5,0.3,gordoer01,LAC,2023
Mason Plumlee,C,457,0.1,1.2,0.4,plumlma01,LAC,2023
Moses Brown,C,288,0.9,-1.3,0.1,brownmo01,LAC,2023
Bones Hyland,PG,265,-0.2,-0.7,0.1,hylanbo01,LAC,2023
Brandon Boston Jr.,SF,248,-1.5,-0.7,0.0,bostobr01,LAC,2023
Moussa Diabaté,C,195,-1.9,-0.8,0.0,diabamo01,LAC,2023
Jason Preston,PG,124,-2.1,-0.5,0.0,prestja01,LAC,2023
Xavier Moon,SG,20,-4.1,-1.0,0.0,moonxa01,LAC,2023
