Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
CJ McCollum,PG,2649,1.5,-0.7,1.9,mccolcj01,NOP,2023
Trey Murphy III,SF,2448,1.4,0.4,2.3,murphtr02,NOP,2023
Jonas Valančiūnas,C,1968,0.0,-0.4,0.8,valanjo01,NOP,2023
Herbert Jones,PF,1951,-1.9,1.7,0.8,joneshe01,NOP,2023
Naji Marshall,SF,1792,-1.9,0.0,0.1,marshna01,NOP,2023
Brandon Ingram,SF,1538,2.2,-0.4,1.5,ingrabr01,NOP,2023
Larry Nance Jr.,C,1381,0.0,2.0,1.4,nancela02,NOP,2023
Jose Alvarado,PG,1310,-2.0,0.7,0.3,alvarjo01,NOP,2023
Dyson Daniels,PG,1042,-3.4,1.6,0.0,daniedy01,NOP,2023
Zion Williamson,PF,956,4.8,1.0,1.9,willizi01,NOP,2023
Devonte' Graham,PG,811,-0.4,0.6,0.4,grahade01,NOP,2023
Jaxson Hayes,C,610,-2.2,1.0,0.1,hayesja02,NOP,2023
Josh Richardson,SG,533,-2.9,1.5,0.1,richajo01,NOP,2023
Willy Hernangómez,C,458,-0.2,0.5,0.3,hernawi01,NOP,2023
Kira Lewis Jr.,PG,235,-0.8,0.5,0.1,lewiski01,NOP,2023
Garrett Temple,SG,162,-2.5,1.6,0.0,templga01,NOP,2023
Dereon Seabron,SG,12,-6.6,-4.7,0.0,seabrde01,NOP,2023
