Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Scottie Barnes,SF,2678,0.5,-0.1,1.6,barnesc01,TOR,2023
Pascal Siakam,PF,2652,3.3,-0.1,3.4,siakapa01,TOR,2023
Fred VanVleet,PG,2535,2.0,0.5,2.9,vanvlfr01,TOR,2023
OG Anunoby,SF,2386,-0.3,0.7,1.5,anunoog01,TOR,2023
Gary Trent Jr.,SG,2118,0.2,0.0,1.2,trentga02,TOR,2023
Chris Boucher,PF,1523,0.7,-0.8,0.7,bouchch01,TOR,2023
Precious Achiuwa,C,1140,-1.4,-0.8,-0.1,achiupr01,TOR,2023
Christian Koloko,C,802,-4.3,0.8,-0.3,kolokch01,TOR,2023
Thaddeus Young,PF,795,-1.8,1.9,0.4,youngth01,TOR,2023
Jakob Poeltl,C,707,2.2,1.5,1.0,poeltja01,TOR,2023
Malachi Flynn,PG,691,-3.3,-0.8,-0.4,flynnma01,TOR,2023
Juancho Hernangómez,PF,614,-3.5,0.2,-0.2,hernaju01,TOR,2023
Dalano Banton,PG,279,-1.1,0.6,0.1,bantoda01,TOR,2023
Jeff Dowtin Jr.,PG,259,-2.8,0.9,0.0,dowtije01,TOR,2023
Will Barton,SG,211,-2.9,0.5,0.0,bartowi01,TOR,2023
Khem Birch,C,162,-4.6,1.1,-0.1,birchkh01,TOR,2023
Otto Porter Jr.,SF,146,-1.3,2.0,0.1,porteot01,TOR,2023
Joe Wieskamp,SF,50,-7.0,-3.6,-0.1,wieskjo01,TOR,2023
Ron Harper Jr.,PF,48,2.4,-1.2,0.0,harpero02,TOR,2023
Justin Champagnie,SF,11,6.1,1.9,0.0,champju01,TOR,2023
