Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Keldon Johnson,SF,2063,0.7,-2.5,0.1,johnske04,SAS,2023
Tre Jones,PG,1984,-0.2,-0.8,0.5,jonestr01,SAS,2023
Malaki Branham,SG,1550,-3.0,-2.1,-1.3,branhma01,SAS,2023
Jeremy Sochan,PF,1458,-2.8,-1.2,-0.7,sochaje01,SAS,2023
Keita Bates-Diop,PF,1452,0.3,-0.9,0.5,bateske01,SAS,2023
Zach Collins,C,1441,-0.5,0.3,0.6,colliza01,SAS,2023
Doug McDermott,SF,1314,-0.7,-2.5,-0.4,mcderdo01,SAS,2023
Jakob Poeltl,C,1199,0.5,0.4,0.9,poeltja01,SAS,2023
Devin Vassell,SG,1178,1.3,-0.9,0.7,vassede01,SAS,2023
Josh Richardson,SG,997,-0.1,-1.0,0.2,richajo01,SAS,2023
Romeo Langford,SG,844,-2.6,-1.5,-0.5,langfro01,SAS,2023
Blake Wesley,SG,669,-7.9,-1.8,-1.3,weslebl01,SAS,2023
Devonte' Graham,PG,527,1.0,-1.4,0.2,grahade01,SAS,2023
Charles Bassey,C,508,-0.6,1.3,0.3,bassech01,SAS,2023
Isaiah Roby,PF,474,-4.0,-0.6,-0.3,robyis01,SAS,2023
Stanley Johnson,SF,469,-0.8,-0.2,0.1,johnsst04,SAS,2023
Sandro Mamukelashvili,C,443,0.3,-2.1,0.0,mamuksa01,SAS,2023
Dominick Barlow,PF,408,-3.7,-0.9,-0.3,barlodo01,SAS,2023
Gorgui Dieng,C,358,-4.0,0.1,-0.2,dienggo01,SAS,2023
Julian Champagnie,SF,313,-0.3,-2.7,-0.1,champju02,SAS,2023
Joshua Primo,SG,93,-4.7,-1.6,-0.1,primojo01,SAS,2023
Jordan Hall,SF,83,-4.7,-2.9,-0.1,halljo02,SAS,2023
Alize Johnson,PF,30,-7.4,-1.7,-0.1,johnsal02,SAS,2023
