Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Julius Randle,PF,2737,3.9,-0.2,3.9,randlju01,NYK,2023
RJ Barrett,SG,2475,-1.2,-1.9,-0.7,barrerj01,NYK,2023
Jalen Brunson,PG,2379,4.4,-0.5,3.5,brunsja01,NYK,2023
Immanuel Quickley,SG,2344,1.3,0.4,2.1,quickim01,NYK,2023
Quentin Grimes,SG,2121,-0.3,0.1,1.0,grimequ01,NYK,2023
Isaiah Hartenstein,C,1626,-1.5,1.2,0.7,harteis01,NYK,2023
Mitchell Robinson,C,1591,1.0,1.4,1.7,robinmi01,NYK,2023
Obi Toppin,PF,1050,0.3,-0.8,0.4,toppiob01,NYK,2023
Jericho Sims,C,812,-1.0,0.5,0.3,simsje01,NYK,2023
Miles McBride,PG,760,-3.6,1.4,-0.1,mcbrimi01,NYK,2023
Josh Hart,SF,750,1.4,2.0,1.0,hartjo01,NYK,2023
Evan Fournier,SG,459,-4.0,0.0,-0.2,fournev01,NYK,2023
Cam Reddish,SF,438,-2.2,0.0,0.0,reddica01,NYK,2023
Derrick Rose,PG,338,-2.2,-1.5,-0.1,rosede01,NYK,2023
Svi Mykhailiuk,SF,40,3.6,0.5,0.1,mykhasv01,NYK,2023
Ryan Arcidiacono,PG,26,-8.9,3.8,0.0,arcidry01,NYK,2023
Trevor Keels,SG,8,-7.4,-5.6,0.0,keelstr01,NYK,2023
