Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Tobias Harris,SF,2436,0.6,0.1,1.7,harrito02,PHI,2023
Joel Embiid,C,2284,6.8,2.3,6.4,embiijo01,PHI,2023
De'Anthony Melton,SG,2150,-0.7,1.6,1.6,meltode01,PHI,2023
James Harden,PG,2135,5.1,0.3,4.0,hardeja01,PHI,2023
Tyrese Maxey,SG,2016,1.9,-1.2,1.3,maxeyty01,PHI,2023
P.J. Tucker,PF,1920,-3.2,0.2,-0.5,tuckepj01,PHI,2023
Shake Milton,SG,1567,-1.0,-0.9,0.0,miltosh01,PHI,2023
Georges Niang,PF,1512,-0.4,-1.0,0.2,niangge01,PHI,2023
Danuel House Jr.,SF,807,-2.5,-0.5,-0.2,houseda01,PHI,2023
Paul Reed,C,755,-1.6,1.5,0.4,reedpa01,PHI,2023
Montrezl Harrell,C,681,-0.9,-0.4,0.1,harremo01,PHI,2023
Matisse Thybulle,SF,591,-3.2,3.3,0.3,thybuma01,PHI,2023
Jalen McDaniels,SF,419,-2.5,-0.1,-0.1,mcdanja01,PHI,2023
Furkan Korkmaz,SG,353,-3.3,-1.0,-0.2,korkmfu01,PHI,2023
Jaden Springer,SG,89,-2.6,2.9,0.1,sprinja01,PHI,2023
Dewayne Dedmon,C,76,-3.5,2.8,0.0,dedmode01,PHI,2023
Mac McClung,SG,41,2.2,-1.7,0.0,mccluma01,PHI,2023
Louis King,PF,29,3.3,-1.0,0.0,kinglo02,PHI,2023
Saben Lee,PG,10,-3.7,-0.6,0.0,leesa01,PHI,2023
Julian Champagnie,SF,7,-12.0,-1.5,0.0,champju02,PHI,2023
Michael Foster Jr.,PF,1,-7.2,-1.9,0.0,fostemi02,PHI,2023
