Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Kentavious Caldwell-Pope,SG,2381,-1.6,0.6,0.6,caldwke01,DEN,2023
Nikola Jokić,C,2323,8.5,4.5,8.8,jokicni01,DEN,2023
Bruce Brown,SF,2280,-1.1,0.6,0.9,brownbr01,DEN,2023
Jamal Murray,PG,2133,2.6,-1.3,1.8,murraja01,DEN,2023
Aaron Gordon,PF,2055,2.4,-0.3,2.1,gordoaa01,DEN,2023
Michael Porter Jr.,SF,1798,2.0,-1.8,1.0,portemi01,DEN,2023
Christian Braun,SG,1181,-2.5,0.1,-0.1,braunch01,DEN,2023
Jeff Green,PF,1091,-2.4,-1.0,-0.4,greenje02,DEN,2023
Vlatko Čančar,PF,889,-1.7,-0.1,0.0,cancavl01,DEN,2023
Bones Hyland,PG,820,0.6,-1.4,0.3,hylanbo01,DEN,2023
Zeke Nnaji,PF,728,-2.7,-0.9,-0.3,nnajize01,DEN,2023
DeAndre Jordan,C,586,-2.4,0.7,0.0,jordade01,DEN,2023
Ish Smith,PG,398,-5.5,-1.1,-0.5,smithis01,DEN,2023
Reggie Jackson,PG,319,-3.8,-1.3,-0.3,jacksre01,DEN,2023
Davon Reed,SG,315,-5.8,-0.3,-0.3,reedda01,DEN,2023
Thomas Bryant,C,205,-4.4,-2.2,-0.2,bryanth01,DEN,2023
Peyton Watson,SG,186,-2.7,-0.1,0.0,watsope01,DEN,2023
Jack White,SF,66,-2.6,0.7,0.0,whiteja03,DEN,2023
