Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Jalen Green,SG,2602,0.5,-2.6,0.0,greenja05,HOU,2023
Jabari Smith Jr.,PF,2451,-2.3,-1.3,-1.1,smithja05,HOU,2023
KJ Martin,SF,2292,0.6,-1.3,0.7,martike04,HOU,2023
Alperen Şengün,C,2171,1.1,0.4,1.9,sengual01,HOU,2023
Kevin Porter Jr.,PG,2024,1.4,-0.8,1.3,porteke02,HOU,2023
Tari Eason,PF,1767,-1.3,-0.4,0.1,easonta01,HOU,2023
Eric Gordon,SG,1418,-0.9,-1.7,-0.2,gordoer01,HOU,2023
Usman Garuba,C,970,-2.0,0.6,0.2,garubus01,HOU,2023
Daishen Nix,PG,914,-5.0,-1.5,-1.0,nixda01,HOU,2023
Josh Christopher,SG,786,-3.0,-1.4,-0.5,chrisjo01,HOU,2023
Jae'Sean Tate,SF,677,-2.8,-0.7,-0.3,tateja01,HOU,2023
Garrison Mathews,SG,602,-2.3,-0.2,-0.1,mathega01,HOU,2023
TyTy Washington Jr.,PG,433,-5.0,-1.3,-0.5,washity02,HOU,2023
Bruno Fernando,C,364,-2.8,1.1,0.0,fernabr01,HOU,2023
Boban Marjanović,C,171,3.0,-1.5,0.2,marjabo01,HOU,2023
Frank Kaminsky,C,59,2.5,1.2,0.1,kaminfr01,HOU,2023
Trevor Hudgins,PG,28,-3.8,-4.7,0.0,hudgitr01,HOU,2023
Darius Days,SF,25,4.7,-1.2,0.0,daysda01,HOU,2023
