Player,Pos,MP,OBPM,DBPM,VORP,Player-additional,Team,Year
Domantas Sabonis,C,2736,4.1,1.8,5.4,sabondo01,SAC,2023
Harrison Barnes,PF,2662,0.5,-1.5,0.7,barneha02,SAC,2023
De'Aaron Fox,PG,2435,3.4,-0.9,2.7,foxde01,SAC,2023
Keegan Murray,SF,2382,0.4,-1.0,0.8,murrake02,SAC,2023
Kevin Huerter,SG,2203,1.4,-0.3,1.7,huertke01,SAC,2023
Malik Monk,SG,1719,1.6,-1.4,1.0,monkma01,SAC,2023
Davion Mitchell,PG,1447,-2.4,-0.4,-0.3,mitchda01,SAC,2023
Trey Lyles,PF,1247,0.0,-0.9,0.3,lylestr01,SAC,2023
Terence Davis,SG,841,-1.3,-0.3,0.1,daviste02,SAC,2023
Chimezie Metu,PF,689,-0.3,0.2,0.3,metuch01,SAC,2023
Richaun Holmes,C,348,-2.0,-0.9,-0.1,holmeri01,SAC,2023
Kessler Edwards,SF,306,-2.3,-0.1,0.0,edwarke02,SAC,2023
KZ Okpala,PF,248,-4.3,1.1,-0.1,okpalkz01,SAC,2023
Matthew Dellavedova,PG,213,-4.4,-0.8,-0.2,dellama01,SAC,2023
Alex Len,C,161,-4.9,0.9,-0.1,lenal01,SAC,2023
PJ Dozier,SF,79,-8.6,0.7,-0.1,doziepj01,SAC,2023
Keon Ellis,SG,71,-0.1,1.4,0.1,elliske01,SAC,2023
Neemias Queta,C,29,-2.6,-0.8,0.0,quetane01,SAC,2023
Chima Moneke,SF,8,-12.7,-8.0,0.0,monekch01,SAC,2023
Deonte Burton,PF,6,-13.9,-10.4,0.0,burtode02,SAC,2023
